AÑO,MES,PAISDESTINO,REGIONORIGEN,PUNTODECONTROL,ADUANA,CODARANCELARIO,SECTOR,PRODUCTOGRAL,PRODUCTO,MONTOFOB(US$),PESOTONELADAS,anio,REGIONSALIDA,VIATRANSPORTE,PUERTOEMBARQUE,MONTOFOB,TIPOOPERACION,CLASIFICACION
2022,Enero,Francia,,,Metropolitana,8092919,No minero,,Cerezas,3936.78,0.6838,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Francia,,,Metropolitana,8092919,No minero,,Cerezas,10019.01,1.456,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Francia,,,Metropolitana,8092919,No minero,,Cerezas,15000.0,0.132,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Francia,,,Metropolitana,8092919,No minero,,Cerezas,18401.97,1.91915,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Francia,,,Metropolitana,8092919,No minero,,Cerezas,25735.19,2.817,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Francia,,,Metropolitana,8092919,No minero,,Cerezas,28230.02,3.036,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Francia,,,Metropolitana,8092919,No minero,,Cerezas,33997.48,4.42385,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Francia,,,Metropolitana,8092919,No minero,,Cerezas,42530.0,3.48,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Francia,,,Metropolitana,8092919,No minero,,Cerezas,52670.52,9.4852,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Guatemala,,,Metropolitana,8092919,No minero,,Cerezas,2762.4,0.71,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Guatemala,,,Metropolitana,8092919,No minero,,Cerezas,3109.48,0.547,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Guatemala,,,Metropolitana,8092919,No minero,,Cerezas,5256.8,1.401,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Honduras,,,Metropolitana,8092919,No minero,,Cerezas,3080.48,0.557,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Hong Kong (Región administrativa especial de China),,,Metropolitana,8092919,No minero,,Cerezas,11627.48,1.00546,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Hong Kong (Región administrativa especial de China),,,Metropolitana,8092919,No minero,,Cerezas,11686.52,1.01054,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Hong Kong (Región administrativa especial de China),,,Metropolitana,8092919,No minero,,Cerezas,18300.19,1.987,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Hong Kong (Región administrativa especial de China),,,Metropolitana,8092919,No minero,,Cerezas,18931.2,1.167,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Hong Kong (Región administrativa especial de China),,,Metropolitana,8092919,No minero,,Cerezas,25320.7,3.431,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Hong Kong (Región administrativa especial de China),,,Metropolitana,8092919,No minero,,Cerezas,35299.54,4.8,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Hong Kong (Región administrativa especial de China),,,Metropolitana,8092919,No minero,,Cerezas,45464.65,7.687,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Hong Kong (Región administrativa especial de China),,,Metropolitana,8092919,No minero,,Cerezas,47543.26,6.95,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Hong Kong (Región administrativa especial de China),,,Metropolitana,8092919,No minero,,Cerezas,274841.67,13.586,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,India,,,Metropolitana,8092190,No minero,,Cerezas,4273.73,0.27158,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,India,,,Metropolitana,8092919,No minero,,Cerezas,4391.8,1.428,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,India,,,Metropolitana,8092919,No minero,,Cerezas,4705.0,1.256,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,India,,,Metropolitana,8092919,No minero,,Cerezas,5765.3,0.679,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,India,,,Metropolitana,8092919,No minero,,Cerezas,8861.81,1.476,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,India,,,Metropolitana,8092919,No minero,,Cerezas,9160.44,2.046,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,India,,,Metropolitana,8092919,No minero,,Cerezas,9331.0,1.402,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,India,,,Metropolitana,8092919,No minero,,Cerezas,9698.96,3.308,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,India,,,Metropolitana,8092919,No minero,,Cerezas,11682.94,1.26492,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,India,,,Metropolitana,8092919,No minero,,Cerezas,13938.02,1.50908,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,India,,,Metropolitana,8092919,No minero,,Cerezas,15981.32,3.344,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,India,,,Metropolitana,8092919,No minero,,Cerezas,18682.4,3.0216,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,India,,,Metropolitana,8092919,No minero,,Cerezas,20732.0,3.145,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,India,,,Metropolitana,8092919,No minero,,Cerezas,27081.6,3.626,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,India,,,Metropolitana,8092919,No minero,,Cerezas,50939.4,14.163,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,India,,,Metropolitana,8092919,No minero,,Cerezas,53545.8,4.203,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,India,,,Metropolitana,8092919,No minero,,Cerezas,67417.6,10.824,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,India,,,Metropolitana,8092919,No minero,,Cerezas,91684.0,10.546,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,India,,,Metropolitana,8092919,No minero,,Cerezas,133584.0,24.928,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Italia,,,Metropolitana,8092919,No minero,,Cerezas,1192.5,1.313,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Italia,,,Metropolitana,8092919,No minero,,Cerezas,13887.22,2.334,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Italia,,,Metropolitana,8092919,No minero,,Cerezas,29343.3,3.558,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Italia,,,Metropolitana,8092919,No minero,,Cerezas,65332.28,7.49,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Japón,,,Metropolitana,8092919,No minero,,Cerezas,3360.6,0.5295,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Japón,,,Metropolitana,8092919,No minero,,Cerezas,10988.4,1.8795,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Japón,,,Metropolitana,8092919,No minero,,Cerezas,14342.4,2.652,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Japón,,,Metropolitana,8092919,No minero,,Cerezas,22376.6,2.793,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Japón,,,Metropolitana,8092919,No minero,,Cerezas,292402.7,42.127,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Japón,,,Metropolitana,8092919,No minero,,Cerezas,292831.36,33.279,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Kuwait,,,Metropolitana,8092919,No minero,,Cerezas,6198.08,0.695,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Kuwait,,,Metropolitana,8092919,No minero,,Cerezas,7825.8,2.776,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Kuwait,,,Metropolitana,8092919,No minero,,Cerezas,16320.0,1.406,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Malasia,,,Metropolitana,8092919,No minero,,Cerezas,4643.97,0.706,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Malasia,,,Metropolitana,8092919,No minero,,Cerezas,10022.0,1.255,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Malasia,,,Metropolitana,8092919,No minero,,Cerezas,14441.0,3.123,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Malasia,,,Metropolitana,8092919,No minero,,Cerezas,44338.4,7.102,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,México,,,Metropolitana,8092919,No minero,,Cerezas,73.8,0.28429,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,México,,,Metropolitana,8092919,No minero,,Cerezas,288.2,0.94571,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,México,,,Metropolitana,8092919,No minero,,Cerezas,18960.44,5.158,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Países Bajos,,,Metropolitana,8092190,No minero,,Cerezas,8791.25,1.4448,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Países Bajos,,,Metropolitana,8092919,No minero,,Cerezas,3512.17,0.7,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Países Bajos,,,Metropolitana,8092919,No minero,,Cerezas,4584.8,0.729,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Países Bajos,,,Metropolitana,8092919,No minero,,Cerezas,5114.4,1.39867,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Países Bajos,,,Metropolitana,8092919,No minero,,Cerezas,14636.16,2.511,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Países Bajos,,,Metropolitana,8092919,No minero,,Cerezas,15188.98,8.06633,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Países Bajos,,,Metropolitana,8092919,No minero,,Cerezas,18282.0,2.908,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Países Bajos,,,Metropolitana,8092919,No minero,,Cerezas,32955.52,4.889,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Países Bajos,,,Metropolitana,8092919,No minero,,Cerezas,34074.0,3.518,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Países Bajos,,,Metropolitana,8092919,No minero,,Cerezas,35566.11,10.34738,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Países Bajos,,,Metropolitana,8092919,No minero,,Cerezas,48475.54,3.59446,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Países Bajos,,,Metropolitana,8092919,No minero,,Cerezas,99016.02,10.72554,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Panamá,,,Metropolitana,8092110,No minero,,Cerezas,9379.28,1.424,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Panamá,,,Metropolitana,8092919,No minero,,Cerezas,3364.4,0.686,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Panamá,,,Metropolitana,8092919,No minero,,Cerezas,4105.32,0.624,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Panamá,,,Metropolitana,8092919,No minero,,Cerezas,4196.8,0.704,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Perú,,,Metropolitana,8092919,No minero,,Cerezas,29988.0,4.872,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Polinesia Francesa,,,Metropolitana,8092919,No minero,,Cerezas,7200.9,0.905,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Polinesia Francesa,,,Metropolitana,8092919,No minero,,Cerezas,30459.8,3.408,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Reino Unido,,,Metropolitana,8092190,No minero,,Cerezas,67254.84,13.52208,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Reino Unido,,,Metropolitana,8092919,No minero,,Cerezas,19377.0,2.83,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Reino Unido,,,Metropolitana,8092919,No minero,,Cerezas,20896.87,3.478,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Reino Unido,,,Metropolitana,8092919,No minero,,Cerezas,23603.23,5.22748,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Reino Unido,,,Metropolitana,8092919,No minero,,Cerezas,33833.57,5.86903,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Reino Unido,,,Metropolitana,8092919,No minero,,Cerezas,34502.7,6.321,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Reino Unido,,,Metropolitana,8092919,No minero,,Cerezas,38158.8,6.91,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Reino Unido,,,Metropolitana,8092919,No minero,,Cerezas,38907.0,6.986,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Reino Unido,,,Metropolitana,8092919,No minero,,Cerezas,42822.82,7.73452,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Reino Unido,,,Metropolitana,8092919,No minero,,Cerezas,89500.2,19.73622,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Reino Unido,,,Metropolitana,8092919,No minero,,Cerezas,133271.19,23.99397,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Reino Unido,,,Metropolitana,8092919,No minero,,Cerezas,152671.57,35.63962,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Reino Unido,,,Metropolitana,8092919,No minero,,Cerezas,177523.6,41.60238,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Rusia,,,Metropolitana,8092919,No minero,,Cerezas,2469.08,0.69,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Rusia,,,Metropolitana,8092919,No minero,,Cerezas,17367.4,7.198,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Rusia,,,Metropolitana,8092919,No minero,,Cerezas,18940.36,3.188,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Rusia,,,Metropolitana,8092919,No minero,,Cerezas,19170.8,3.624,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Rusia,,,Metropolitana,8092919,No minero,,Cerezas,32915.32,3.628,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Rusia,,,Metropolitana,8092919,No minero,,Cerezas,40110.6,14.026,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Rusia,,,Metropolitana,8092919,No minero,,Cerezas,80256.4,9.651,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Rusia,,,Metropolitana,8092919,No minero,,Cerezas,105933.6,11.982,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Singapur,,,Metropolitana,8092919,No minero,,Cerezas,7326.0,1.49,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Singapur,,,Metropolitana,8092919,No minero,,Cerezas,11243.0,1.426,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Singapur,,,Metropolitana,8092919,No minero,,Cerezas,15232.0,1.378,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Tailandia,,,Metropolitana,8092919,No minero,,Cerezas,3840.93,0.70967,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Tailandia,,,Metropolitana,8092919,No minero,,Cerezas,5059.0,0.731,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Tailandia,,,Metropolitana,8092919,No minero,,Cerezas,6899.48,3.20503,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Tailandia,,,Metropolitana,8092919,No minero,,Cerezas,7681.87,1.41933,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Tailandia,,,Metropolitana,8092919,No minero,,Cerezas,8107.74,1.2,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Tailandia,,,Metropolitana,8092919,No minero,,Cerezas,10089.2,1.469,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Tailandia,,,Metropolitana,8092919,No minero,,Cerezas,10866.17,1.4236,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Tailandia,,,Metropolitana,8092919,No minero,,Cerezas,12942.8,2.17861,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Tailandia,,,Metropolitana,8092919,No minero,,Cerezas,13149.2,2.688,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Tailandia,,,Metropolitana,8092919,No minero,,Cerezas,13818.5,2.101,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Tailandia,,,Metropolitana,8092919,No minero,,Cerezas,14669.33,2.1354,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Tailandia,,,Metropolitana,8092919,No minero,,Cerezas,14763.0,2.13,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Tailandia,,,Metropolitana,8092919,No minero,,Cerezas,18677.0,2.135,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Tailandia,,,Metropolitana,8092919,No minero,,Cerezas,20454.3,2.825,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Tailandia,,,Metropolitana,8092919,No minero,,Cerezas,20518.92,2.79721,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Tailandia,,,Metropolitana,8092919,No minero,,Cerezas,20694.39,2.13022,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Tailandia,,,Metropolitana,8092919,No minero,,Cerezas,24389.74,5.376,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Tailandia,,,Metropolitana,8092919,No minero,,Cerezas,27492.12,3.611,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Tailandia,,,Metropolitana,8092919,No minero,,Cerezas,30646.32,7.40297,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Tailandia,,,Metropolitana,8092919,No minero,,Cerezas,33319.9,5.975,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Tailandia,,,Metropolitana,8092919,No minero,,Cerezas,34554.08,4.194,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Tailandia,,,Metropolitana,8092919,No minero,,Cerezas,39579.1,5.481,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Tailandia,,,Metropolitana,8092919,No minero,,Cerezas,42378.4,5.54339,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Tailandia,,,Metropolitana,8092919,No minero,,Cerezas,46800.0,3.468,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Tailandia,,,Metropolitana,8092919,No minero,,Cerezas,50972.98,41.97,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Tailandia,,,Metropolitana,8092919,No minero,,Cerezas,58968.31,7.19078,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
2022,Enero,Tailandia,,,Metropolitana,8092919,No minero,,Cerezas,61822.71,13.312,2022,Metropolitana,Aéreo,Aerop. A. Merino Benítez,,200-EXPORTACIÓN NORMAL,Frutas y frutos
