AÑO,MES,PAISDESTINO,REGIONORIGEN,PUNTODECONTROL,ADUANA,CODARANCELARIO,SECTOR,PRODUCTOGRAL,PRODUCTO,MONTOFOB(US$),PESOTONELADAS,anio,REGIONSALIDA,VIATRANSPORTE,PUERTOEMBARQUE,MONTOFOB,TIPOOPERACION,CLASIFICACION
2018,Noviembre,China,Coquimbo,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,44160.0,7.01,2018,,,,,,
2018,Noviembre,China,Coquimbo,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,160965.44,24.151,2018,,,,,,
2018,Noviembre,China,Coquimbo,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,888477.13,91.945,2018,,,,,,
2018,Noviembre,China,El Maule,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,44160.0,7.106,2018,,,,,,
2018,Noviembre,China,El Maule,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,469866.41,65.241,2018,,,,,,
2018,Noviembre,China,El Maule,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,1146267.59,118.492,2018,,,,,,
2018,Noviembre,China,El Maule,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,1418682.26,202.773,2018,,,,,,
2018,Noviembre,China,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,53355.2,8.902,2018,,,,,,
2018,Noviembre,China,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,475525.79,57.841,2018,,,,,,
2018,Noviembre,China,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,1233695.74,133.952,2018,,,,,,
2018,Noviembre,China,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,1629740.2,213.255,2018,,,,,,
2018,Noviembre,China,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,262297.9,42.268,2018,,,,,,
2018,Noviembre,China,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,945827.84,139.902,2018,,,,,,
2018,Noviembre,China,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,1148122.54,155.72,2018,,,,,,
2018,Noviembre,China,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,2779089.23,388.8964,2018,,,,,,
2018,Noviembre,China,O'Higgins,San Antonio,San Antonio,8092919,No minero,Frutas y frutos,Cerezas,722601.76,75.6846,2018,,,,,,
2018,Noviembre,China,O'Higgins,San Antonio,San Antonio,8092919,No minero,Frutas y frutos,Cerezas,682758.86,80.952,2018,,,,,,
2018,Noviembre,China,Valparaíso,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,9911.9,1.428,2018,,,,,,
2018,Noviembre,China,Valparaíso,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,96117.2,23.332,2018,,,,,,
2018,Noviembre,China,Valparaíso,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,296228.43,38.253,2018,,,,,,
2018,Noviembre,China,Valparaíso,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,1277228.13,163.029,2018,,,,,,
2018,Noviembre,China,Valparaíso,San Antonio,San Antonio,8092919,No minero,Frutas y frutos,Cerezas,133365.0,18.804,2018,,,,,,
2018,Noviembre,China,Valparaíso,San Antonio,San Antonio,8092919,No minero,Frutas y frutos,Cerezas,178296.91,20.976,2018,,,,,,
2018,Noviembre,Colombia,El Maule,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,4245.0,0.643,2018,,,,,,
2018,Noviembre,Colombia,El Maule,San Antonio,San Antonio,8121090,No minero,Frutas y frutos,Cerezas,15925.0,18.4,2018,,,,,,
2018,Noviembre,Colombia,El Maule,Valparaíso,Valparaíso,8121090,No minero,Frutas y frutos,Cerezas,69290.0,91.2,2018,,,,,,
2018,Noviembre,Colombia,Metropolitana,Valparaíso,Valparaíso,8121090,No minero,Frutas y frutos,Cerezas,15615.0,20.6,2018,,,,,,
2018,Noviembre,Colombia,Valparaíso,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,6276.4,1.371,2018,,,,,,
2018,Noviembre,Corea del Sur,Coquimbo,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,9224.46,1.294,2018,,,,,,
2018,Noviembre,Corea del Sur,El Maule,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,5118.26,0.742,2018,,,,,,
2018,Noviembre,Corea del Sur,El Maule,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,27461.4,3.512,2018,,,,,,
2018,Noviembre,Corea del Sur,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,59923.1,8.609,2018,,,,,,
2018,Noviembre,Corea del Sur,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,174031.63,18.552,2018,,,,,,
2018,Noviembre,Corea del Sur,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,96696.4,10.658,2018,,,,,,
2018,Noviembre,Corea del Sur,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,75210.65,10.96,2018,,,,,,
2018,Noviembre,Corea del Sur,Valparaíso,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,69235.15,5.498,2018,,,,,,
2018,Noviembre,Costa Rica,El Maule,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,5980.0,0.695,2018,,,,,,
2018,Noviembre,Ecuador,El Maule,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,4807.0,0.649,2018,,,,,,
2018,Noviembre,Ecuador,El Maule,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,45748.34,4.78,2018,,,,,,
2018,Noviembre,Ecuador,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,16059.9,3.386,2018,,,,,,
2018,Noviembre,Ecuador,Valparaíso,San Antonio,San Antonio,8092919,No minero,Frutas y frutos,Cerezas,22470.0,7.1574,2018,,,,,,
2018,Noviembre,El Salvador,El Maule,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,3572.45,0.686,2018,,,,,,
2018,Noviembre,España,El Maule,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,16500.0,1.38,2018,,,,,,
2018,Noviembre,España,El Maule,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,80825.77,11.263,2018,,,,,,
2018,Noviembre,España,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,12712.35,1.501,2018,,,,,,
2018,Noviembre,España,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,26459.11,3.156,2018,,,,,,
2018,Noviembre,España,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,43434.74,6.686,2018,,,,,,
2018,Noviembre,España,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,52284.03,12.268,2018,,,,,,
2018,Noviembre,España,O'Higgins,San Antonio,San Antonio,8092919,No minero,Frutas y frutos,Cerezas,99073.63,19.524,2018,,,,,,
2018,Noviembre,España,Valparaíso,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,23214.44,3.862,2018,,,,,,
2018,Noviembre,España,Valparaíso,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,38867.65,4.602,2018,,,,,,
2018,Noviembre,Estados Unidos de América,Coquimbo,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,14839.76,4.131,2018,,,,,,
2018,Noviembre,Estados Unidos de América,Coquimbo,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,52658.24,10.993,2018,,,,,,
2018,Noviembre,Estados Unidos de América,El Maule,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,60730.6,14.053,2018,,,,,,
2018,Noviembre,Estados Unidos de América,El Maule,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,62181.86,14.294,2018,,,,,,
2018,Noviembre,Estados Unidos de América,El Maule,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,139924.37,26.637,2018,,,,,,
2018,Noviembre,Estados Unidos de América,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,37699.37,10.791,2018,,,,,,
2018,Noviembre,Estados Unidos de América,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,84980.0,13.224,2018,,,,,,
2018,Noviembre,Estados Unidos de América,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,285455.78,74.965,2018,,,,,,
2018,Noviembre,Estados Unidos de América,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,65690.2,12.612,2018,,,,,,
2018,Noviembre,Estados Unidos de América,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,82379.29,32.479,2018,,,,,,
2018,Noviembre,Estados Unidos de América,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,930774.88,212.942,2018,,,,,,
2018,Noviembre,Estados Unidos de América,O'Higgins,San Antonio,San Antonio,8092919,No minero,Frutas y frutos,Cerezas,105101.56,20.094,2018,,,,,,
2018,Noviembre,Estados Unidos de América,Sin Región,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,4.0,0.012,2018,,,,,,
2018,Noviembre,Estados Unidos de América,Valparaíso,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,62565.21,12.116,2018,,,,,,
2018,Noviembre,Estados Unidos de América,Valparaíso,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,248676.1,40.426,2018,,,,,,
2018,Noviembre,Estados Unidos de América,Valparaíso,Cristo Redentor (Los Libertadores),Los Andes,8092919,No minero,Frutas y frutos,Cerezas,78400.0,12.88,2018,,,,,,
2018,Noviembre,Filipinas,El Maule,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,5433.35,0.706,2018,,,,,,
2018,Noviembre,Filipinas,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,45677.7,6.472,2018,,,,,,
2018,Noviembre,Filipinas,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,19658.61,2.928,2018,,,,,,
2018,Noviembre,Francia,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,11001.13,1.209,2018,,,,,,
2018,Noviembre,Honduras,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,2077.2,0.676,2018,,,,,,
2018,Noviembre,Hong Kong (Región administrativa especial de China),Coquimbo,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,10503.25,0.625,2018,,,,,,
2018,Noviembre,Hong Kong (Región administrativa especial de China),Metropolitana,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,26420.55,3.921,2018,,,,,,
2018,Noviembre,Hong Kong (Región administrativa especial de China),Metropolitana,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,38269.19,4.444,2018,,,,,,
2018,Noviembre,Hong Kong (Región administrativa especial de China),O'Higgins,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,6838.29,1.978,2018,,,,,,
2018,Noviembre,India,El Maule,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,6741.3,0.621,2018,,,,,,
2018,Noviembre,India,El Maule,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,9427.0,1.352,2018,,,,,,
2018,Noviembre,India,El Maule,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,12477.92,2.136,2018,,,,,,
2018,Noviembre,India,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,35369.2,4.247,2018,,,,,,
2018,Noviembre,Italia,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,6016.0,0.762,2018,,,,,,
2018,Noviembre,Italia,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,8247.22,1.313,2018,,,,,,
2018,Noviembre,México,El Maule,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,11165.0,1.1,2018,,,,,,
2018,Noviembre,México,El Maule,San Antonio,San Antonio,8121090,No minero,Frutas y frutos,Cerezas,352780.0,282.06,2018,,,,,,
2018,Noviembre,México,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,21173.06,3.592,2018,,,,,,
2018,Noviembre,México,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,3727.08,0.678,2018,,,,,,
2018,Noviembre,México,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,28112.45,4.119,2018,,,,,,
2018,Noviembre,Países Bajos,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,13999.58,1.476,2018,,,,,,
2018,Noviembre,Países Bajos,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,90992.64,9.138,2018,,,,,,
2018,Noviembre,Países Bajos,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,20120.21,2.148,2018,,,,,,
2018,Noviembre,Perú,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,3040.0,0.7,2018,,,,,,
2018,Noviembre,Perú,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,3206.2,0.706,2018,,,,,,
2018,Noviembre,Reino Unido,El Maule,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,28848.0,2.762,2018,,,,,,
2018,Noviembre,Reino Unido,El Maule,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,22770.48,4.094,2018,,,,,,
2018,Noviembre,Reino Unido,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,34324.38,5.881,2018,,,,,,
2018,Noviembre,Reino Unido,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,49596.9,6.977,2018,,,,,,
2018,Noviembre,Reino Unido,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,108672.16,18.112,2018,,,,,,
2018,Noviembre,Reino Unido,Valparaíso,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,67474.1,9.015,2018,,,,,,
2018,Noviembre,Rusia,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,8201.32,0.748,2018,,,,,,
2018,Noviembre,Rusia,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,48267.14,3.544,2018,,,,,,
2018,Noviembre,Tailandia,Coquimbo,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,13123.28,1.118,2018,,,,,,
2018,Noviembre,Tailandia,El Maule,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,43341.6,4.615,2018,,,,,,
2018,Noviembre,Tailandia,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,5227.0,0.704,2018,,,,,,
2018,Noviembre,Tailandia,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,9596.5,1.39,2018,,,,,,
2018,Noviembre,Tailandia,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,115006.39,12.463,2018,,,,,,
2018,Noviembre,Tailandia,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,8049.15,1.371,2018,,,,,,
2018,Noviembre,Tailandia,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,12293.2,1.416,2018,,,,,,
2018,Noviembre,Tailandia,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,49418.46,5.598,2018,,,,,,
2018,Noviembre,Tailandia,Valparaíso,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,82262.67,8.127,2018,,,,,,
2018,Noviembre,Taiwán (Formosa),El Maule,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,23054.46,4.145,2018,,,,,,
2018,Noviembre,Taiwán (Formosa),Metropolitana,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,11227.94,1.414,2018,,,,,,
2018,Noviembre,Taiwán (Formosa),Metropolitana,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,15190.65,1.782,2018,,,,,,
2018,Noviembre,Taiwán (Formosa),Metropolitana,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,17410.08,3.478,2018,,,,,,
2018,Noviembre,Taiwán (Formosa),Metropolitana,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,19911.31,5.978,2018,,,,,,
2018,Noviembre,Taiwán (Formosa),O'Higgins,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,29886.12,4.948,2018,,,,,,
2018,Noviembre,Taiwán (Formosa),O'Higgins,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,66944.23,9.558,2018,,,,,,
2018,Noviembre,Taiwán (Formosa),Valparaíso,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,13538.6,1.424,2018,,,,,,
2018,Noviembre,Uruguay,Valparaíso,Cristo Redentor (Los Libertadores),Los Andes,8092919,No minero,Frutas y frutos,Cerezas,14615.0,2.4882,2018,,,,,,
2018,Diciembre,Alemania,Antofagasta,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,49556.66,8.434,2018,,,,,,
2018,Diciembre,Alemania,El Maule,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,6739.0,0.63,2018,,,,,,
2018,Diciembre,Alemania,El Maule,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,11214.0,4.86,2018,,,,,,
2018,Diciembre,Alemania,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,146446.06,17.438,2018,,,,,,
2018,Diciembre,Alemania,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,11859.2,3.516,2018,,,,,,
2018,Diciembre,Alemania,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,35973.56,4.948,2018,,,,,,
2018,Diciembre,Arabia Saudita,Coquimbo,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,19273.2,3.494,2018,,,,,,
2018,Diciembre,Arabia Saudita,El Maule,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,17308.7,3.529,2018,,,,,,
2018,Diciembre,Arabia Saudita,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,38122.6,4.965,2018,,,,,,
2018,Diciembre,Arabia Saudita,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,72526.3,14.021,2018,,,,,,
2018,Diciembre,Arabia Saudita,O'Higgins,Valparaíso,Valparaíso,8092919,No minero,Frutas y frutos,Cerezas,65663.52,8.352,2018,,,,,,
2018,Diciembre,Arabia Saudita,Valparaíso,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,53565.9,10.543,2018,,,,,,
2018,Diciembre,Bolivia,El Maule,Chungará,Arica,8092919,No minero,Frutas y frutos,Cerezas,4160.0,4.576,2018,,,,,,
2018,Diciembre,Bolivia,El Maule,Chungará,Arica,8092919,No minero,Frutas y frutos,Cerezas,180128.0,73.384,2018,,,,,,
2018,Diciembre,Bolivia,O'Higgins,Chungará,Arica,8092919,No minero,Frutas y frutos,Cerezas,13864.0,39.672,2018,,,,,,
2018,Diciembre,Bolivia,O'Higgins,Chungará,Arica,8092919,No minero,Frutas y frutos,Cerezas,173212.12,127.944,2018,,,,,,
2018,Diciembre,Brasil,Coquimbo,Aerop. A. Merino Benítez,Metropolitana,8092190,No minero,Frutas y frutos,Cerezas,6480.0,2.089,2018,,,,,,
2018,Diciembre,Brasil,Coquimbo,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,4475.96,0.994,2018,,,,,,
2018,Diciembre,Brasil,Coquimbo,Cristo Redentor (Los Libertadores),Los Andes,8092919,No minero,Frutas y frutos,Cerezas,422489.92,134.234,2018,,,,,,
2018,Diciembre,Brasil,El Maule,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,14780.0,3.503,2018,,,,,,
2018,Diciembre,Brasil,El Maule,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,40390.75,6.848,2018,,,,,,
2018,Diciembre,Brasil,El Maule,Cristo Redentor (Los Libertadores),Los Andes,8092919,No minero,Frutas y frutos,Cerezas,211430.01,70.4145,2018,,,,,,
2018,Diciembre,Brasil,El Maule,Cristo Redentor (Los Libertadores),Los Andes,8092919,No minero,Frutas y frutos,Cerezas,1356555.0,392.51,2018,,,,,,
2018,Diciembre,Brasil,El Maule,Cristo Redentor (Los Libertadores),Los Andes,8092919,No minero,Frutas y frutos,Cerezas,2489236.98,651.27159,2018,,,,,,
2018,Diciembre,Brasil,El Maule,Cristo Redentor (Los Libertadores),Los Andes,8121090,No minero,Frutas y frutos,Cerezas,62592.4,73.86,2018,,,,,,
2018,Diciembre,Brasil,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,26891.1,4.946,2018,,,,,,
2018,Diciembre,Brasil,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,712.02,0.994,2018,,,,,,
2018,Diciembre,Brasil,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,31436.28,5.358,2018,,,,,,
2018,Diciembre,Brasil,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,24313.82,5.511,2018,,,,,,
2018,Diciembre,Brasil,O'Higgins,Cristo Redentor (Los Libertadores),Los Andes,8092919,No minero,Frutas y frutos,Cerezas,274693.08,92.3652,2018,,,,,,
2018,Diciembre,Brasil,O'Higgins,Cristo Redentor (Los Libertadores),Los Andes,8092919,No minero,Frutas y frutos,Cerezas,1842349.56,537.22863,2018,,,,,,
2018,Diciembre,Brasil,Valparaíso,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,8396.21,1.53,2018,,,,,,
2018,Diciembre,Brasil,Valparaíso,Cristo Redentor (Los Libertadores),Los Andes,8092919,No minero,Frutas y frutos,Cerezas,81805.0,23.9696,2018,,,,,,
2018,Diciembre,Brasil,Valparaíso,Cristo Redentor (Los Libertadores),Los Andes,8092919,No minero,Frutas y frutos,Cerezas,77825.88,24.192,2018,,,,,,
2018,Diciembre,Brunei,El Maule,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,42240.0,3.73,2018,,,,,,
2018,Diciembre,Cambodia,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,16500.92,2.798,2018,,,,,,
2018,Diciembre,Canadá,Coquimbo,Aerop. A. Merino Benítez,Metropolitana,8092190,No minero,Frutas y frutos,Cerezas,20285.8,3.158,2018,,,,,,
2018,Diciembre,Canadá,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,33840.0,6.566,2018,,,,,,
2018,Diciembre,Canadá,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,40080.0,6.924,2018,,,,,,
2018,Diciembre,Canadá,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,74529.87,14.502,2018,,,,,,
2018,Diciembre,Canadá,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,33429.3,15.404,2018,,,,,,
2018,Diciembre,Canadá,O'Higgins,San Antonio,San Antonio,8092919,No minero,Frutas y frutos,Cerezas,53030.01,17.5868,2018,,,,,,
2018,Diciembre,Canadá,O'Higgins,San Antonio,San Antonio,8092919,No minero,Frutas y frutos,Cerezas,91808.0,18.24,2018,,,,,,
2018,Diciembre,Canadá,O'Higgins,San Antonio,San Antonio,8092919,No minero,Frutas y frutos,Cerezas,104243.29,19.344,2018,,,,,,
2018,Diciembre,Canadá,Valparaíso,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,16358.57,2.121,2018,,,,,,
2018,Diciembre,Canadá,Valparaíso,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,20040.0,3.484,2018,,,,,,
2018,Diciembre,China,Biobío,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,32645.36,3.672,2018,,,,,,
2018,Diciembre,China,Biobío,Aerop. A. Merino Benítez,Metropolitana,8092919,No minero,Frutas y frutos,Cerezas,45655.94,3.79,2018,,,,,,
