AÑO,MES,PAISDESTINO,ADUANA,PESOTONELADAS,REGIONSALIDA,VIATRANSPORTE,PUERTOEMBARQUE,MONTOFOB,PRECIO_KG
2022,Enero,Estados Unidos de América,Coquimbo,39.06,Coquimbo,"Marítima, Fluvial y Lacustre",Coquimbo,173075.82,4.431024577572964
2022,Enero,Estados Unidos de América,Coquimbo,38.0078,Coquimbo,"Marítima, Fluvial y Lacustre",Coquimbo,184324.1,4.8496387583601255
2022,Enero,Estados Unidos de América,Coquimbo,52.72152,Coquimbo,"Marítima, Fluvial y Lacustre",Coquimbo,209583.11,3.9752858035959506
2022,Enero,Estados Unidos de América,Coquimbo,70.26685,Coquimbo,"Marítima, Fluvial y Lacustre",Coquimbo,237814.17,3.384443304346217
2022,Enero,Estados Unidos de América,Coquimbo,60.59947,Coquimbo,"Marítima, Fluvial y Lacustre",Coquimbo,264017.92,4.35676945689459
2022,Enero,Estados Unidos de América,Coquimbo,50.744,Coquimbo,"Marítima, Fluvial y Lacustre",Coquimbo,299228.38,5.89682287561091
2022,Enero,Estados Unidos de América,Coquimbo,87.1605,Coquimbo,"Marítima, Fluvial y Lacustre",Coquimbo,328710.09,3.7713194623711432
2022,Enero,Estados Unidos de América,Coquimbo,132.2664,Coquimbo,"Marítima, Fluvial y Lacustre",Coquimbo,426391.14,3.2237298361488635
2022,Enero,Estados Unidos de América,Coquimbo,132.547,Coquimbo,"Marítima, Fluvial y Lacustre",Coquimbo,600668.97,4.531743230703071
2022,Enero,Estados Unidos de América,Coquimbo,277.8987,Coquimbo,"Marítima, Fluvial y Lacustre",Coquimbo,1152295.37,4.146458295774684
2022,Enero,Alemania,Metropolitana,1.387,Metropolitana,Aéreo,Aerop. A. Merino Benítez,1086.56,0.7833886085075702
2022,Enero,Alemania,Metropolitana,0.70315,Metropolitana,Aéreo,Aerop. A. Merino Benítez,1290.0,1.8346014363933725
2022,Enero,Alemania,Metropolitana,0.73585,Metropolitana,Aéreo,Aerop. A. Merino Benítez,1350.0,1.8346130325473942
2022,Enero,Alemania,Metropolitana,0.89986,Metropolitana,Aéreo,Aerop. A. Merino Benítez,11000.0,12.224123752583735
2022,Enero,Alemania,Metropolitana,1.375,Metropolitana,Aéreo,Aerop. A. Merino Benítez,11136.66,8.09938909090909
2022,Enero,Alemania,Metropolitana,0.29814,Metropolitana,Aéreo,Aerop. A. Merino Benítez,11687.0,39.199704836653915
2022,Enero,Alemania,Metropolitana,2.115,Metropolitana,Aéreo,Aerop. A. Merino Benítez,30854.6,14.588463356973993
2022,Enero,Arabia Saudita,Metropolitana,10.374,Metropolitana,Aéreo,Aerop. A. Merino Benítez,37745.4,3.6384615384615384
2022,Enero,Bélgica,Metropolitana,2.815,Metropolitana,Aéreo,Aerop. A. Merino Benítez,10995.99,3.9062131438721135
2022,Enero,Brasil,Metropolitana,1.402,Metropolitana,Aéreo,Aerop. A. Merino Benítez,6214.0,4.432239657631954
2022,Enero,Brasil,Metropolitana,2.45,Metropolitana,Aéreo,Aerop. A. Merino Benítez,10621.5,4.335306122448979
2022,Enero,Brasil,Metropolitana,2.447,Metropolitana,Aéreo,Aerop. A. Merino Benítez,10626.39,4.342619534123416
2022,Enero,Brasil,Metropolitana,5.232,Metropolitana,Aéreo,Aerop. A. Merino Benítez,24701.23,4.721183103975536
2022,Enero,Cambodia,Metropolitana,1.473,Metropolitana,Aéreo,Aerop. A. Merino Benítez,-1296.64,-0.8802715546503734
2022,Enero,Cambodia,Metropolitana,5.051,Metropolitana,Aéreo,Aerop. A. Merino Benítez,23759.4,4.703900217778658
2022,Enero,Cambodia,Metropolitana,3.2318,Metropolitana,Aéreo,Aerop. A. Merino Benítez,24086.53,7.452976669348351
2022,Enero,Cambodia,Metropolitana,5.8322,Metropolitana,Aéreo,Aerop. A. Merino Benítez,42149.35,7.227006961352491
2022,Enero,Canadá,Metropolitana,0.14833,Metropolitana,Aéreo,Aerop. A. Merino Benítez,2599.56,17.52551742735792
2022,Enero,Canadá,Metropolitana,0.74167,Metropolitana,Aéreo,Aerop. A. Merino Benítez,12997.94,17.525233594455756
2022,Enero,Canadá,Metropolitana,2.695,Metropolitana,Aéreo,Aerop. A. Merino Benítez,16438.5,6.099628942486086
2022,Enero,Canadá,Metropolitana,3.448,Metropolitana,Aéreo,Aerop. A. Merino Benítez,23940.0,6.943155452436194
2022,Enero,Canadá,Metropolitana,12.07773,Metropolitana,Aéreo,Aerop. A. Merino Benítez,63541.81,5.2610722379122565
2022,Enero,Canadá,Metropolitana,13.77127,Metropolitana,Aéreo,Aerop. A. Merino Benítez,67452.69,4.898073307690576
2022,Enero,China,Metropolitana,21.694,Metropolitana,Aéreo,Aerop. A. Merino Benítez,56637.47,2.6107435235549
2022,Enero,China,Metropolitana,12.291,Metropolitana,Aéreo,Aerop. A. Merino Benítez,74335.0,6.047921243186071
2022,Enero,China,Metropolitana,22.71752,Metropolitana,Aéreo,Aerop. A. Merino Benítez,165216.2,7.272633632544398
2022,Enero,China,Metropolitana,2.49669,Metropolitana,Aéreo,Aerop. A. Merino Benítez,-14795.5,-5.926046085016562
2022,Enero,China,Metropolitana,2.46231,Metropolitana,Aéreo,Aerop. A. Merino Benítez,-13907.57,-5.648179961093445
2022,Enero,China,Metropolitana,3.564,Metropolitana,Aéreo,Aerop. A. Merino Benítez,3548.7,0.9957070707070707
2022,Enero,China,Metropolitana,0.536,Metropolitana,Aéreo,Aerop. A. Merino Benítez,6153.2,11.479850746268657
2022,Enero,China,Metropolitana,0.58654,Metropolitana,Aéreo,Aerop. A. Merino Benítez,6379.35,10.876240324615543
2022,Enero,China,Metropolitana,2.096,Metropolitana,Aéreo,Aerop. A. Merino Benítez,7050.2,3.3636450381679386
2022,Enero,China,Metropolitana,1.44,Metropolitana,Aéreo,Aerop. A. Merino Benítez,8471.37,5.882895833333334
2022,Enero,China,Metropolitana,4.34051,Metropolitana,Aéreo,Aerop. A. Merino Benítez,12403.12,2.8575259589310935
2022,Enero,China,Metropolitana,1.2192,Metropolitana,Aéreo,Aerop. A. Merino Benítez,14245.52,11.684317585301837
2022,Enero,China,Metropolitana,4.993,Metropolitana,Aéreo,Aerop. A. Merino Benítez,16800.0,3.364710594832766
2022,Enero,China,Metropolitana,2.56701,Metropolitana,Aéreo,Aerop. A. Merino Benítez,17657.91,6.878785045636754
2022,Enero,China,Metropolitana,7.382,Metropolitana,Aéreo,Aerop. A. Merino Benítez,24000.0,3.251151449471688
2022,Enero,China,Metropolitana,3.413,Metropolitana,Aéreo,Aerop. A. Merino Benítez,31482.9,9.224406680339879
2022,Enero,China,Metropolitana,3.661,Metropolitana,Aéreo,Aerop. A. Merino Benítez,35445.01,9.68178366566512
2022,Enero,China,Metropolitana,6.66,Metropolitana,Aéreo,Aerop. A. Merino Benítez,47252.56,7.094978978978978
2022,Enero,China,Metropolitana,4.6714,Metropolitana,Aéreo,Aerop. A. Merino Benítez,51952.61,11.121421843558675
2022,Enero,China,Metropolitana,7.098,Metropolitana,Aéreo,Aerop. A. Merino Benítez,54780.0,7.717666948436179
2022,Enero,China,Metropolitana,5.7622,Metropolitana,Aéreo,Aerop. A. Merino Benítez,60273.2,10.460102044358056
2022,Enero,China,Metropolitana,6.403,Metropolitana,Aéreo,Aerop. A. Merino Benítez,61510.64,9.606534436982665
2022,Enero,China,Metropolitana,24.484,Metropolitana,Aéreo,Aerop. A. Merino Benítez,79885.0,3.262743015847083
2022,Enero,China,Metropolitana,12.41935,Metropolitana,Aéreo,Aerop. A. Merino Benítez,81811.16,6.5873946704135085
2022,Enero,China,Metropolitana,13.704,Metropolitana,Aéreo,Aerop. A. Merino Benítez,99530.0,7.262842965557501
2022,Enero,China,Metropolitana,10.42092,Metropolitana,Aéreo,Aerop. A. Merino Benítez,106656.43,10.234838190869903
2022,Enero,China,Metropolitana,10.539,Metropolitana,Aéreo,Aerop. A. Merino Benítez,108495.72,10.29468830059778
2022,Enero,China,Metropolitana,24.37,Metropolitana,Aéreo,Aerop. A. Merino Benítez,116212.2,4.7686581862946245
2022,Enero,China,Metropolitana,13.548,Metropolitana,Aéreo,Aerop. A. Merino Benítez,118938.67,8.779057425450251
2022,Enero,China,Metropolitana,23.437,Metropolitana,Aéreo,Aerop. A. Merino Benítez,119252.0,5.088193881469471
2022,Enero,China,Metropolitana,11.12199,Metropolitana,Aéreo,Aerop. A. Merino Benítez,138995.35,12.49734534916863
2022,Enero,China,Metropolitana,27.81949,Metropolitana,Aéreo,Aerop. A. Merino Benítez,155114.18,5.575737729196329
2022,Enero,China,Metropolitana,28.6814,Metropolitana,Aéreo,Aerop. A. Merino Benítez,156663.85,5.462210701011806
2022,Enero,China,Metropolitana,25.47192,Metropolitana,Aéreo,Aerop. A. Merino Benítez,166558.57,6.538909120317589
2022,Enero,China,Metropolitana,21.26,Metropolitana,Aéreo,Aerop. A. Merino Benítez,167353.12,7.871736594543743
2022,Enero,China,Metropolitana,24.519,Metropolitana,Aéreo,Aerop. A. Merino Benítez,169039.0,6.894204494473674
2022,Enero,China,Metropolitana,46.098,Metropolitana,Aéreo,Aerop. A. Merino Benítez,213235.51,4.625699813440931
2022,Enero,China,Metropolitana,53.493,Metropolitana,Aéreo,Aerop. A. Merino Benítez,235144.85,4.395805993307536
2022,Enero,China,Metropolitana,40.186,Metropolitana,Aéreo,Aerop. A. Merino Benítez,241585.8,6.0116906385308315
2022,Enero,China,Metropolitana,31.201,Metropolitana,Aéreo,Aerop. A. Merino Benítez,249701.08,8.00298323771674
2022,Enero,China,Metropolitana,50.699,Metropolitana,Aéreo,Aerop. A. Merino Benítez,275409.92,5.432255468549675
2022,Enero,China,Metropolitana,24.84854,Metropolitana,Aéreo,Aerop. A. Merino Benítez,275556.02,11.089424972251892
2022,Enero,China,Metropolitana,20.561,Metropolitana,Aéreo,Aerop. A. Merino Benítez,288412.73,14.02717426195224
2022,Enero,China,Metropolitana,40.736,Metropolitana,Aéreo,Aerop. A. Merino Benítez,300635.12,7.380084446190103
2022,Enero,China,Metropolitana,20.9,Metropolitana,Aéreo,Aerop. A. Merino Benítez,322232.13,15.417805263157895
2022,Enero,China,Metropolitana,60.747,Metropolitana,Aéreo,Aerop. A. Merino Benítez,337403.3,5.5542380693696805
2022,Enero,China,Metropolitana,30.0286,Metropolitana,Aéreo,Aerop. A. Merino Benítez,343626.58,11.443310044424315
2022,Enero,China,Metropolitana,30.3813,Metropolitana,Aéreo,Aerop. A. Merino Benítez,365175.22,12.019736482638992
2022,Enero,China,Metropolitana,78.938,Metropolitana,Aéreo,Aerop. A. Merino Benítez,434798.86,5.508105855228154
2022,Enero,China,Metropolitana,60.64008,Metropolitana,Aéreo,Aerop. A. Merino Benítez,441725.73,7.284385673633675
2022,Enero,China,Metropolitana,69.548,Metropolitana,Aéreo,Aerop. A. Merino Benítez,517642.49,7.4429529245988375
2022,Enero,China,Metropolitana,195.4065,Metropolitana,Aéreo,Aerop. A. Merino Benítez,523678.07,2.67994191595469
2022,Enero,China,Metropolitana,89.05046,Metropolitana,Aéreo,Aerop. A. Merino Benítez,572691.44,6.43108907017437
2022,Enero,China,Metropolitana,69.872,Metropolitana,Aéreo,Aerop. A. Merino Benítez,652530.14,9.338936054499657
2022,Enero,China,Metropolitana,112.55008,Metropolitana,Aéreo,Aerop. A. Merino Benítez,720666.27,6.403072036910148
2022,Enero,China,Metropolitana,142.014,Metropolitana,Aéreo,Aerop. A. Merino Benítez,1017781.2,7.166766656808483
2022,Enero,China,Metropolitana,184.525,Metropolitana,Aéreo,Aerop. A. Merino Benítez,1447745.13,7.845793957458338
2022,Enero,China,Metropolitana,197.56581,Metropolitana,Aéreo,Aerop. A. Merino Benítez,1748165.19,8.848520854898933
2022,Enero,China,Metropolitana,295.033,Metropolitana,Aéreo,Aerop. A. Merino Benítez,2020878.28,6.849668613341557
2022,Enero,Colombia,Metropolitana,0.694,Metropolitana,Aéreo,Aerop. A. Merino Benítez,1270.84,1.8311815561959655
2022,Enero,Colombia,Metropolitana,0.34936,Metropolitana,Aéreo,Aerop. A. Merino Benítez,1559.46,4.463762308220747
2022,Enero,Colombia,Metropolitana,0.4176,Metropolitana,Aéreo,Aerop. A. Merino Benítez,2160.0,5.172413793103448
2022,Enero,Colombia,Metropolitana,1.349,Metropolitana,Aéreo,Aerop. A. Merino Benítez,3491.2,2.5879911045218678
2022,Enero,Colombia,Metropolitana,0.9744,Metropolitana,Aéreo,Aerop. A. Merino Benítez,5040.0,5.172413793103448
2022,Enero,Colombia,Metropolitana,1.659,Metropolitana,Aéreo,Aerop. A. Merino Benítez,5711.24,3.442579867389994
2022,Enero,Colombia,Metropolitana,1.63664,Metropolitana,Aéreo,Aerop. A. Merino Benítez,7559.44,4.618877700655
2022,Enero,Colombia,Metropolitana,2.795,Metropolitana,Aéreo,Aerop. A. Merino Benítez,9876.0,3.53345259391771
2022,Enero,Colombia,Metropolitana,16.683,Metropolitana,Aéreo,Aerop. A. Merino Benítez,44124.93,2.644903794281604
2022,Enero,Corea del Sur,Metropolitana,7.099,Metropolitana,Aéreo,Aerop. A. Merino Benítez,34261.71,4.8262727144668265
2022,Enero,Corea del Sur,Metropolitana,1.344,Metropolitana,Aéreo,Aerop. A. Merino Benítez,9444.6,7.027232142857143
2022,Enero,Corea del Sur,Metropolitana,0.172,Metropolitana,Aéreo,Aerop. A. Merino Benítez,249.15,1.4485465116279073
2022,Enero,Corea del Sur,Metropolitana,0.147,Metropolitana,Aéreo,Aerop. A. Merino Benítez,752.0,5.115646258503402
2022,Enero,Corea del Sur,Metropolitana,0.123,Metropolitana,Aéreo,Aerop. A. Merino Benítez,900.0,7.317073170731708
2022,Enero,Corea del Sur,Metropolitana,0.7046,Metropolitana,Aéreo,Aerop. A. Merino Benítez,3418.68,4.851944365597502
2022,Enero,Corea del Sur,Metropolitana,1.89082,Metropolitana,Aéreo,Aerop. A. Merino Benítez,9986.65,5.281650289292476
2022,Enero,Corea del Sur,Metropolitana,1.395,Metropolitana,Aéreo,Aerop. A. Merino Benítez,10149.68,7.275756272401434
2022,Enero,Corea del Sur,Metropolitana,1.53214,Metropolitana,Aéreo,Aerop. A. Merino Benítez,10218.75,6.669592857049616
2022,Enero,Corea del Sur,Metropolitana,2.727,Metropolitana,Aéreo,Aerop. A. Merino Benítez,11141.26,4.085537220388706
2022,Enero,Corea del Sur,Metropolitana,1.413,Metropolitana,Aéreo,Aerop. A. Merino Benítez,11613.98,8.21937721160651
2022,Enero,Corea del Sur,Metropolitana,1.91086,Metropolitana,Aéreo,Aerop. A. Merino Benítez,12305.55,6.439796740734538
2022,Enero,Corea del Sur,Metropolitana,3.541,Metropolitana,Aéreo,Aerop. A. Merino Benítez,16991.3,4.798446766450155
2022,Enero,Corea del Sur,Metropolitana,7.637,Metropolitana,Aéreo,Aerop. A. Merino Benítez,19751.3,2.5862642398847715
2022,Enero,Corea del Sur,Metropolitana,3.77868,Metropolitana,Aéreo,Aerop. A. Merino Benítez,26096.56,6.906263562937323
2022,Enero,Corea del Sur,Metropolitana,6.01921,Metropolitana,Aéreo,Aerop. A. Merino Benítez,32096.8,5.332394118165008
2022,Enero,Corea del Sur,Metropolitana,7.033,Metropolitana,Aéreo,Aerop. A. Merino Benítez,35595.4,5.061197213138064
2022,Enero,Corea del Sur,Metropolitana,11.963,Metropolitana,Aéreo,Aerop. A. Merino Benítez,36067.0,3.014879210900276
2022,Enero,Corea del Sur,Metropolitana,6.3554,Metropolitana,Aéreo,Aerop. A. Merino Benítez,37033.22,5.82704786480788
2022,Enero,Corea del Sur,Metropolitana,11.42731,Metropolitana,Aéreo,Aerop. A. Merino Benítez,56393.25,4.934954070555538
2022,Enero,Corea del Sur,Metropolitana,14.478,Metropolitana,Aéreo,Aerop. A. Merino Benítez,63461.7,4.383319519270617
2022,Enero,Corea del Sur,Metropolitana,6.661,Metropolitana,Aéreo,Aerop. A. Merino Benítez,65196.5,9.787794625431617
2022,Enero,Corea del Sur,Metropolitana,21.887,Metropolitana,Aéreo,Aerop. A. Merino Benítez,72620.1,3.3179558642116325
2022,Enero,Corea del Sur,Metropolitana,17.402,Metropolitana,Aéreo,Aerop. A. Merino Benítez,120000.91,6.895811400988392
2022,Enero,Corea del Sur,Metropolitana,24.814,Metropolitana,Aéreo,Aerop. A. Merino Benítez,129220.0,5.207544128314661
2022,Enero,Corea del Sur,Metropolitana,25.24279,Metropolitana,Aéreo,Aerop. A. Merino Benítez,132366.82,5.2437476206077065
2022,Enero,Corea del Sur,Metropolitana,24.51132,Metropolitana,Aéreo,Aerop. A. Merino Benítez,139379.54,5.686333498155138
2022,Enero,Corea del Sur,Metropolitana,14.28,Metropolitana,Aéreo,Aerop. A. Merino Benítez,150391.52,10.531619047619047
2022,Enero,Corea del Sur,Metropolitana,24.348,Metropolitana,Aéreo,Aerop. A. Merino Benítez,151967.0,6.241457203877116
2022,Enero,Corea del Sur,Metropolitana,29.883,Metropolitana,Aéreo,Aerop. A. Merino Benítez,175921.8,5.8870193755647025
2022,Enero,Corea del Sur,Metropolitana,35.46518,Metropolitana,Aéreo,Aerop. A. Merino Benítez,191849.95,5.409529854352918
2022,Enero,Corea del Sur,Metropolitana,41.40369,Metropolitana,Aéreo,Aerop. A. Merino Benítez,211865.95,5.1170789366841465
2022,Enero,Corea del Sur,Metropolitana,62.69,Metropolitana,Aéreo,Aerop. A. Merino Benítez,359043.62,5.72728696761844
2022,Enero,Costa Rica,Metropolitana,4.881,Metropolitana,Aéreo,Aerop. A. Merino Benítez,18515.63,3.7934091374718295
2022,Enero,El Salvador,Metropolitana,0.554,Metropolitana,Aéreo,Aerop. A. Merino Benítez,3089.18,5.576137184115522
2022,Enero,Emiratos Árabes Unidos,Metropolitana,7.061,Metropolitana,Aéreo,Aerop. A. Merino Benítez,51407.25,7.280448944908653
2022,Enero,Emiratos Árabes Unidos,Metropolitana,5.376,Metropolitana,Aéreo,Aerop. A. Merino Benítez,5974.8,1.1113839285714284
2022,Enero,Emiratos Árabes Unidos,Metropolitana,2.836,Metropolitana,Aéreo,Aerop. A. Merino Benítez,12039.5,4.2452397743300425
2022,Enero,Emiratos Árabes Unidos,Metropolitana,5.628,Metropolitana,Aéreo,Aerop. A. Merino Benítez,33210.0,5.900852878464819
2022,Enero,Emiratos Árabes Unidos,Metropolitana,6.83,Metropolitana,Aéreo,Aerop. A. Merino Benítez,38621.0,5.6546120058565155
2022,Enero,España,Metropolitana,2.9184,Metropolitana,Aéreo,Aerop. A. Merino Benítez,14513.03,4.97294065241228
2022,Enero,España,Metropolitana,0.28827,Metropolitana,Aéreo,Aerop. A. Merino Benítez,1282.37,4.448503139417906
2022,Enero,España,Metropolitana,1.287,Metropolitana,Aéreo,Aerop. A. Merino Benítez,4800.0,3.72960372960373
2022,Enero,España,Metropolitana,0.717,Metropolitana,Aéreo,Aerop. A. Merino Benítez,5520.65,7.699651324965132
2022,Enero,España,Metropolitana,1.64303,Metropolitana,Aéreo,Aerop. A. Merino Benítez,10785.76,6.564554512090467
2022,Enero,España,Metropolitana,2.644,Metropolitana,Aéreo,Aerop. A. Merino Benítez,11594.83,4.385336611195158
2022,Enero,España,Metropolitana,4.75873,Metropolitana,Aéreo,Aerop. A. Merino Benítez,12725.17,2.67406850146993
2022,Enero,España,Metropolitana,2.61,Metropolitana,Aéreo,Aerop. A. Merino Benítez,15000.0,5.74712643678161
2022,Enero,España,Metropolitana,0.937,Metropolitana,Aéreo,Aerop. A. Merino Benítez,15328.41,16.359028815368195
2022,Enero,España,Metropolitana,2.923,Metropolitana,Aéreo,Aerop. A. Merino Benítez,20285.1,6.939822100581594
2022,Enero,España,Metropolitana,4.942,Metropolitana,Aéreo,Aerop. A. Merino Benítez,41307.93,8.358545123431808
2022,Enero,España,Metropolitana,16.05,Metropolitana,Aéreo,Aerop. A. Merino Benítez,110400.0,6.878504672897195
2022,Enero,España,Metropolitana,29.6,Metropolitana,Aéreo,Aerop. A. Merino Benítez,118475.95,4.002565878378378
2022,Enero,España,Metropolitana,16.782,Metropolitana,Aéreo,Aerop. A. Merino Benítez,174542.21,10.400560719818854
2022,Enero,España,Metropolitana,39.846,Metropolitana,Aéreo,Aerop. A. Merino Benítez,235414.75,5.9081149927219805
2022,Enero,Estados Unidos de América,Metropolitana,43.64304,Metropolitana,Aéreo,Aerop. A. Merino Benítez,201738.04,4.622456180870994
2022,Enero,Estados Unidos de América,Metropolitana,0.00588,Metropolitana,Aéreo,Aerop. A. Merino Benítez,38.83,6.603741496598639
2022,Enero,Estados Unidos de América,Metropolitana,0.02355,Metropolitana,Aéreo,Aerop. A. Merino Benítez,92.0,3.906581740976645
2022,Enero,Estados Unidos de América,Metropolitana,0.34307,Metropolitana,Aéreo,Aerop. A. Merino Benítez,2279.25,6.643687877109628
2022,Enero,Estados Unidos de América,Metropolitana,1.354,Metropolitana,Aéreo,Aerop. A. Merino Benítez,2823.9,2.0855982274741502
2022,Enero,Estados Unidos de América,Metropolitana,1.277,Metropolitana,Aéreo,Aerop. A. Merino Benítez,4422.0,3.4628034455755676
2022,Enero,Estados Unidos de América,Metropolitana,1.499,Metropolitana,Aéreo,Aerop. A. Merino Benítez,5038.66,3.361347565043362
2022,Enero,Estados Unidos de América,Metropolitana,0.657,Metropolitana,Aéreo,Aerop. A. Merino Benítez,5258.3,8.003500761035008
2022,Enero,Estados Unidos de América,Metropolitana,1.14767,Metropolitana,Aéreo,Aerop. A. Merino Benítez,5816.68,5.068251326600853
2022,Enero,Estados Unidos de América,Metropolitana,1.85033,Metropolitana,Aéreo,Aerop. A. Merino Benítez,9377.92,5.0682418811779515
2022,Enero,Estados Unidos de América,Metropolitana,3.272,Metropolitana,Aéreo,Aerop. A. Merino Benítez,9548.63,2.9182854523227384
2022,Enero,Estados Unidos de América,Metropolitana,2.62613,Metropolitana,Aéreo,Aerop. A. Merino Benítez,10021.39,3.8160296710368486
2022,Enero,Estados Unidos de América,Metropolitana,1.397,Metropolitana,Aéreo,Aerop. A. Merino Benítez,11600.0,8.303507516105942
2022,Enero,Estados Unidos de América,Metropolitana,5.445,Metropolitana,Aéreo,Aerop. A. Merino Benítez,12505.16,2.2966317722681358
2022,Enero,Estados Unidos de América,Metropolitana,12.498,Metropolitana,Aéreo,Aerop. A. Merino Benítez,14419.14,1.1537157945271244
2022,Enero,Estados Unidos de América,Metropolitana,1.292,Metropolitana,Aéreo,Aerop. A. Merino Benítez,17738.4,13.729411764705883
2022,Enero,Estados Unidos de América,Metropolitana,3.20593,Metropolitana,Aéreo,Aerop. A. Merino Benítez,21299.25,6.6437040110046075
2022,Enero,Estados Unidos de América,Metropolitana,5.547,Metropolitana,Aéreo,Aerop. A. Merino Benítez,22080.0,3.980530016224987
2022,Enero,Estados Unidos de América,Metropolitana,3.072,Metropolitana,Aéreo,Aerop. A. Merino Benítez,22248.0,7.2421875
2022,Enero,Estados Unidos de América,Metropolitana,5.146,Metropolitana,Aéreo,Aerop. A. Merino Benítez,23223.5,4.512922658375437
2022,Enero,Estados Unidos de América,Metropolitana,3.52212,Metropolitana,Aéreo,Aerop. A. Merino Benítez,23260.37,6.6040822004928845
2022,Enero,Estados Unidos de América,Metropolitana,6.437,Metropolitana,Aéreo,Aerop. A. Merino Benítez,24082.23,3.741219512195122
2022,Enero,Estados Unidos de América,Metropolitana,5.388,Metropolitana,Aéreo,Aerop. A. Merino Benítez,32115.2,5.960504825538234
2022,Enero,Estados Unidos de América,Metropolitana,6.372,Metropolitana,Aéreo,Aerop. A. Merino Benítez,34560.0,5.423728813559322
2022,Enero,Estados Unidos de América,Metropolitana,10.425,Metropolitana,Aéreo,Aerop. A. Merino Benítez,38374.36,3.6809937649880093
2022,Enero,Estados Unidos de América,Metropolitana,15.662,Metropolitana,Aéreo,Aerop. A. Merino Benítez,42227.71,2.6961888647682284
2022,Enero,Estados Unidos de América,Metropolitana,25.05,Metropolitana,Aéreo,Aerop. A. Merino Benítez,42760.65,1.7070119760479043
2022,Enero,Estados Unidos de América,Metropolitana,20.565,Metropolitana,Aéreo,Aerop. A. Merino Benítez,47935.33,2.330918064672988
2022,Enero,Estados Unidos de América,Metropolitana,10.72171,Metropolitana,Aéreo,Aerop. A. Merino Benítez,49967.06,4.660362945836066
2022,Enero,Estados Unidos de América,Metropolitana,14.10745,Metropolitana,Aéreo,Aerop. A. Merino Benítez,55108.0,3.906304824755714
2022,Enero,Estados Unidos de América,Metropolitana,25.46545,Metropolitana,Aéreo,Aerop. A. Merino Benítez,65917.17,2.5884942147105194
2022,Enero,Estados Unidos de América,Metropolitana,16.486,Metropolitana,Aéreo,Aerop. A. Merino Benítez,70807.8,4.295026082736867
2022,Enero,Estados Unidos de América,Metropolitana,25.97437,Metropolitana,Aéreo,Aerop. A. Merino Benítez,94274.19,3.6295082421633325
2022,Enero,Estados Unidos de América,Metropolitana,22.3225,Metropolitana,Aéreo,Aerop. A. Merino Benítez,99633.77,4.463378653824616
2022,Enero,Estados Unidos de América,Metropolitana,23.12129,Metropolitana,Aéreo,Aerop. A. Merino Benítez,108367.44,4.686911500180138
2022,Enero,Estados Unidos de América,Metropolitana,32.45787,Metropolitana,Aéreo,Aerop. A. Merino Benítez,122908.69,3.786714593409857
2022,Enero,Estados Unidos de América,Metropolitana,35.62274,Metropolitana,Aéreo,Aerop. A. Merino Benítez,129711.93,3.641267628486747
2022,Enero,Estados Unidos de América,Metropolitana,21.0804,Metropolitana,Aéreo,Aerop. A. Merino Benítez,157089.01,7.451898920324092
2022,Enero,Estados Unidos de América,Metropolitana,45.67263,Metropolitana,Aéreo,Aerop. A. Merino Benítez,169777.81,3.717276846111117
2022,Enero,Estados Unidos de América,Metropolitana,29.8605,Metropolitana,Aéreo,Aerop. A. Merino Benítez,189574.75,6.348679693910015
2022,Enero,Estados Unidos de América,Metropolitana,39.859,Metropolitana,Aéreo,Aerop. A. Merino Benítez,192463.18,4.8286003161143025
2022,Enero,Estados Unidos de América,Metropolitana,45.52,Metropolitana,Aéreo,Aerop. A. Merino Benítez,201689.92,4.430797891036907
2022,Enero,Estados Unidos de América,Metropolitana,40.774,Metropolitana,Aéreo,Aerop. A. Merino Benítez,268579.01,6.587016481090891
2022,Enero,Estados Unidos de América,Metropolitana,122.772,Metropolitana,Aéreo,Aerop. A. Merino Benítez,512118.58,4.1712978529306355
2022,Enero,Estados Unidos de América,Metropolitana,195.683,Metropolitana,Aéreo,Aerop. A. Merino Benítez,733653.63,3.7491945135755276
2022,Enero,Filipinas,Metropolitana,1.37596,Metropolitana,Aéreo,Aerop. A. Merino Benítez,282.5,0.2053112009070031
2022,Enero,Filipinas,Metropolitana,3.49,Metropolitana,Aéreo,Aerop. A. Merino Benítez,14569.0,4.174498567335243
2022,Enero,Filipinas,Metropolitana,3.401,Metropolitana,Aéreo,Aerop. A. Merino Benítez,21067.3,6.19444281093796
2022,Enero,Filipinas,Metropolitana,3.4259,Metropolitana,Aéreo,Aerop. A. Merino Benítez,21959.87,6.409956507778977
2022,Enero,Filipinas,Metropolitana,3.5461,Metropolitana,Aéreo,Aerop. A. Merino Benítez,22997.7,6.48535010292998
2022,Enero,Filipinas,Metropolitana,5.59204,Metropolitana,Aéreo,Aerop. A. Merino Benítez,25664.0,4.589380619594996
2022,Enero,Filipinas,Metropolitana,5.427,Metropolitana,Aéreo,Aerop. A. Merino Benítez,26785.64,4.935625575824581
2022,Enero,Filipinas,Metropolitana,6.071,Metropolitana,Aéreo,Aerop. A. Merino Benítez,39619.5,6.526025366496459
2022,Enero,Filipinas,Metropolitana,7.785,Metropolitana,Aéreo,Aerop. A. Merino Benítez,70041.58,8.996991650610147
2022,Enero,Filipinas,Metropolitana,13.975,Metropolitana,Aéreo,Aerop. A. Merino Benítez,77937.07,5.576892307692308
