AÑO,MES,PAISDESTINO,REGIONORIGEN,PUNTODECONTROL,ADUANA,MONTOFOB(US$),PESOTONELADAS,REGIONSALIDA,VIATRANSPORTE,PUERTOEMBARQUE,MONTOFOB
2018,Diciembre,Estados Unidos de América,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,529061.09,117.421,,,,
2018,Diciembre,Estados Unidos de América,Metropolitana,Cristo Redentor (Los Libertadores),Los Andes,49280.0,12.768,,,,
2018,Diciembre,Estados Unidos de América,Metropolitana,San Antonio,San Antonio,59832.48,19.2,,,,
2018,Diciembre,Estados Unidos de América,Metropolitana,Valparaíso,Valparaíso,5582.21,12.4089,,,,
2018,Diciembre,Estados Unidos de América,Metropolitana,Valparaíso,Valparaíso,124690.0,26.67,,,,
2018,Diciembre,Estados Unidos de América,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,80648.0,11.176,,,,
2018,Diciembre,Estados Unidos de América,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,364419.02,96.352,,,,
2018,Diciembre,Estados Unidos de América,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,740872.63,165.3732,,,,
2018,Diciembre,Estados Unidos de América,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,1323097.14,296.61258,,,,
2018,Diciembre,Estados Unidos de América,O'Higgins,Caldera,Chañaral,88721.33,18.528,,,,
2018,Diciembre,Estados Unidos de América,O'Higgins,Cristo Redentor (Los Libertadores),Los Andes,56000.0,16.24,,,,
2018,Diciembre,Estados Unidos de América,O'Higgins,Cristo Redentor (Los Libertadores),Los Andes,283920.0,77.28,,,,
2018,Diciembre,Estados Unidos de América,O'Higgins,San Antonio,San Antonio,165600.0,64.032,,,,
2018,Diciembre,Estados Unidos de América,O'Higgins,San Antonio,San Antonio,575544.9,133.014,,,,
2018,Diciembre,Estados Unidos de América,O'Higgins,San Antonio,San Antonio,709108.63,159.337,,,,
2018,Diciembre,Estados Unidos de América,O'Higgins,San Antonio,San Antonio,895443.06,214.9692,,,,
2018,Diciembre,Estados Unidos de América,O'Higgins,Valparaíso,Valparaíso,88545.55,23.04,,,,
2018,Diciembre,Estados Unidos de América,O'Higgins,Valparaíso,Valparaíso,132907.42,29.8947,,,,
2018,Diciembre,Estados Unidos de América,O'Higgins,Valparaíso,Valparaíso,311264.16,52.896,,,,
2018,Diciembre,Estados Unidos de América,O'Higgins,Valparaíso,Valparaíso,966705.13,281.63708,,,,
2018,Diciembre,Estados Unidos de América,Sin Región,Aerop. A. Merino Benítez,Metropolitana,2.0,0.012,,,,
2018,Diciembre,Estados Unidos de América,Valparaíso,Aerop. A. Merino Benítez,Metropolitana,75578.0,15.498,,,,
2018,Diciembre,Estados Unidos de América,Valparaíso,Aerop. A. Merino Benítez,Metropolitana,80186.07,19.364,,,,
2018,Diciembre,Estados Unidos de América,Valparaíso,Cristo Redentor (Los Libertadores),Los Andes,103488.0,26.8128,,,,
2018,Diciembre,Estados Unidos de América,Valparaíso,San Antonio,San Antonio,162124.13,38.73,,,,
2018,Diciembre,Estados Unidos de América,Valparaíso,Valparaíso,Valparaíso,63863.52,8.352,,,,
2018,Diciembre,Estados Unidos de América,Valparaíso,Valparaíso,Valparaíso,46087.34,8.5904,,,,
2018,Diciembre,Estados Unidos de América,Valparaíso,Valparaíso,Valparaíso,69961.66,16.128,,,,
2018,Diciembre,Filipinas,Coquimbo,Aerop. A. Merino Benítez,Metropolitana,12450.0,1.384,,,,
2018,Diciembre,Filipinas,Coquimbo,Aerop. A. Merino Benítez,Metropolitana,28980.0,4.206,,,,
2018,Diciembre,Filipinas,El Maule,Aerop. A. Merino Benítez,Metropolitana,5211.15,0.696,,,,
2018,Diciembre,Filipinas,El Maule,Aerop. A. Merino Benítez,Metropolitana,20131.0,2.83,,,,
2018,Diciembre,Filipinas,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,8790.4,1.45,,,,
2018,Diciembre,Filipinas,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,23607.8,3.964,,,,
2018,Diciembre,Filipinas,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,34447.02,4.249,,,,
2018,Diciembre,Filipinas,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,133047.23,17.817,,,,
2018,Diciembre,Filipinas,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,153356.2,22.969,,,,
2018,Diciembre,Francia,Coquimbo,Aerop. A. Merino Benítez,Metropolitana,18480.0,3.33,,,,
2018,Diciembre,Francia,El Maule,Aerop. A. Merino Benítez,Metropolitana,47448.27,5.371,,,,
2018,Diciembre,Francia,El Maule,Aerop. A. Merino Benítez,Metropolitana,19648.17,2.808,,,,
2018,Diciembre,Francia,El Maule,Aerop. A. Merino Benítez,Metropolitana,18480.0,3.435,,,,
2018,Diciembre,Francia,El Maule,Aerop. A. Merino Benítez,Metropolitana,26201.01,3.561,,,,
2018,Diciembre,Francia,El Maule,Aerop. A. Merino Benítez,Metropolitana,66869.36,17.381,,,,
2018,Diciembre,Francia,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,6069.32,0.758,,,,
2018,Diciembre,Francia,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,14837.66,2.17,,,,
2018,Diciembre,Francia,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,18841.92,2.062,,,,
2018,Diciembre,Francia,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,68065.35,8.614,,,,
2018,Diciembre,Francia,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,86659.33,15.56312,,,,
2018,Diciembre,Francia,O'Higgins,Cristo Redentor (Los Libertadores),Los Andes,49287.59,8.8708,,,,
2018,Diciembre,Grecia,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,4866.0,0.752,,,,
2018,Diciembre,Guatemala,Coquimbo,Aerop. A. Merino Benítez,Metropolitana,5579.0,1.337,,,,
2018,Diciembre,Guatemala,El Maule,Aerop. A. Merino Benítez,Metropolitana,3660.0,0.714,,,,
2018,Diciembre,Guatemala,El Maule,Aerop. A. Merino Benítez,Metropolitana,2659.42,0.772,,,,
2018,Diciembre,Guatemala,El Maule,San Antonio,San Antonio,4600.0,1.104,,,,
2018,Diciembre,Honduras,El Maule,Aerop. A. Merino Benítez,Metropolitana,3309.6,0.682,,,,
2018,Diciembre,Hong Kong (Región administrativa especial de China),El Maule,Aerop. A. Merino Benítez,Metropolitana,19117.1,2.14,,,,
2018,Diciembre,Hong Kong (Región administrativa especial de China),Metropolitana,Aerop. A. Merino Benítez,Metropolitana,12905.98,2.333,,,,
2018,Diciembre,Hong Kong (Región administrativa especial de China),O'Higgins,San Antonio,San Antonio,165381.56,22.08,,,,
2018,Diciembre,Hong Kong (Región administrativa especial de China),O'Higgins,San Antonio,San Antonio,259545.26,42.32,,,,
2018,Diciembre,India,Coquimbo,Aerop. A. Merino Benítez,Metropolitana,11375.5,1.465,,,,
2018,Diciembre,India,El Maule,Aerop. A. Merino Benítez,Metropolitana,21182.35,3.96,,,,
2018,Diciembre,India,El Maule,Aerop. A. Merino Benítez,Metropolitana,75995.18,11.317,,,,
2018,Diciembre,India,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,24533.08,6.077,,,,
2018,Diciembre,India,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,9310.01,2.0,,,,
2018,Diciembre,India,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,16231.84,2.081,,,,
2018,Diciembre,India,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,37275.78,2.086,,,,
2018,Diciembre,Irlanda,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,2760.0,0.7,,,,
2018,Diciembre,Italia,Coquimbo,Aerop. A. Merino Benítez,Metropolitana,14784.0,2.66,,,,
2018,Diciembre,Italia,El Maule,Aerop. A. Merino Benítez,Metropolitana,18480.0,3.4,,,,
2018,Diciembre,Italia,El Maule,Aerop. A. Merino Benítez,Metropolitana,68975.93,11.441,,,,
2018,Diciembre,Italia,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,14564.2,1.408,,,,
2018,Diciembre,Italia,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,36764.7,3.539,,,,
2018,Diciembre,Italia,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,70018.0,6.004,,,,
2018,Diciembre,Italia,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,34696.06,3.423,,,,
2018,Diciembre,Italia,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,94098.05,16.793,,,,
2018,Diciembre,Japón,Coquimbo,Aerop. A. Merino Benítez,Metropolitana,48516.5,7.442,,,,
2018,Diciembre,Japón,Coquimbo,Aerop. A. Merino Benítez,Metropolitana,39667.6,5.976,,,,
2018,Diciembre,Japón,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,7484.5,0.673,,,,
2018,Diciembre,Japón,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,14288.32,2.386,,,,
2018,Diciembre,Japón,Valparaíso,Aerop. A. Merino Benítez,Metropolitana,9457.2,1.536,,,,
2018,Diciembre,Kazajstán,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,9600.0,0.72,,,,
2018,Diciembre,Malasia,El Maule,Aerop. A. Merino Benítez,Metropolitana,9541.0,0.64,,,,
2018,Diciembre,Malasia,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,14850.5,2.085,,,,
2018,Diciembre,México,Coquimbo,Aerop. A. Merino Benítez,Metropolitana,2884.4,0.512,,,,
2018,Diciembre,México,El Maule,Aerop. A. Merino Benítez,Metropolitana,106548.0,14.792,,,,
2018,Diciembre,México,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,62413.0,14.958,,,,
2018,Diciembre,México,Metropolitana,San Antonio,San Antonio,239390.22,43.806,,,,
2018,Diciembre,Países Bajos,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,321810.15,54.808,,,,
2018,Diciembre,Países Bajos,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,7556.73,0.691,,,,
2018,Diciembre,Países Bajos,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,40218.21,6.718,,,,
2018,Diciembre,Países Bajos,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,35700.75,6.85131,,,,
2018,Diciembre,Países Bajos,O'Higgins,San Antonio,San Antonio,165239.84,39.102,,,,
2018,Diciembre,Países Bajos,O'Higgins,San Antonio,San Antonio,199776.8,42.688,,,,
2018,Diciembre,Países Bajos,Valparaíso,San Antonio,San Antonio,118837.0,21.344,,,,
2018,Diciembre,Panamá,Atacama,San Antonio,San Antonio,23513.6,4.32,,,,
2018,Diciembre,Panamá,El Maule,Aerop. A. Merino Benítez,Metropolitana,34793.0,6.31386,,,,
2018,Diciembre,Panamá,El Maule,San Antonio,San Antonio,18473.6,3.216,,,,
2018,Diciembre,Panamá,O'Higgins,San Antonio,San Antonio,44309.88,8.64,,,,
2018,Diciembre,Perú,El Maule,Aerop. A. Merino Benítez,Metropolitana,4058.4,0.718,,,,
2018,Diciembre,Perú,El Maule,Concordia (Chacalluta),Arica,4992.0,4.456,,,,
2018,Diciembre,Perú,El Maule,Concordia (Chacalluta),Arica,82896.0,50.193,,,,
2018,Diciembre,Perú,El Maule,Concordia (Chacalluta),Arica,7175.0,3.4875,,,,
2018,Diciembre,Perú,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,3433.3,0.682,,,,
2018,Diciembre,Perú,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,3526.2,0.706,,,,
2018,Diciembre,Perú,O'Higgins,Concordia (Chacalluta),Arica,3730.0,4.103,,,,
2018,Diciembre,Perú,O'Higgins,Concordia (Chacalluta),Arica,319941.99,162.4995,,,,
2018,Diciembre,Perú,O'Higgins,San Antonio,San Antonio,55055.0,11.136,,,,
2018,Diciembre,Perú,O'Higgins,Valparaíso,Valparaíso,9200.0,1.104,,,,
2018,Diciembre,Polinesia Francesa,Coquimbo,Aerop. A. Merino Benítez,Metropolitana,13135.6,1.378,,,,
2018,Diciembre,Polinesia Francesa,Coquimbo,Aerop. A. Merino Benítez,Metropolitana,6545.0,0.695,,,,
2018,Diciembre,Portugal,El Maule,Aerop. A. Merino Benítez,Metropolitana,7199.32,1.41,,,,
2018,Diciembre,Portugal,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,4139.76,2.844,,,,
2018,Diciembre,Puerto Rico,Valparaíso,San Antonio,San Antonio,106346.11,22.08,,,,
2018,Diciembre,Qatar,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,2837.66,0.617,,,,
2018,Diciembre,Reino Unido,El Maule,Aerop. A. Merino Benítez,Metropolitana,7500.93,1.248,,,,
2018,Diciembre,Reino Unido,El Maule,Aerop. A. Merino Benítez,Metropolitana,18903.0,2.069,,,,
2018,Diciembre,Reino Unido,El Maule,Aerop. A. Merino Benítez,Metropolitana,20837.66,4.129,,,,
2018,Diciembre,Reino Unido,El Maule,Aerop. A. Merino Benítez,Metropolitana,22510.76,4.618,,,,
2018,Diciembre,Reino Unido,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,15480.0,2.14,,,,
2018,Diciembre,Reino Unido,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,13102.28,2.759,,,,
2018,Diciembre,Reino Unido,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,35027.41,6.511,,,,
2018,Diciembre,Reino Unido,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,3383.68,0.662,,,,
2018,Diciembre,Reino Unido,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,130142.48,25.036,,,,
2018,Diciembre,Reino Unido,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,108035.5,28.24,,,,
2018,Diciembre,Reino Unido,O'Higgins,San Antonio,San Antonio,88262.0,23.2,,,,
2018,Diciembre,Reino Unido,O'Higgins,San Antonio,San Antonio,490770.22,106.72,,,,
2018,Diciembre,Reino Unido,O'Higgins,San Antonio,San Antonio,494063.84,116.718,,,,
2018,Diciembre,Reino Unido,O'Higgins,Valparaíso,Valparaíso,96768.0,20.16,,,,
2018,Diciembre,Reino Unido,Valparaíso,Aerop. A. Merino Benítez,Metropolitana,7665.6,1.386,,,,
2018,Diciembre,República Dominicana,Atacama,Valparaíso,Valparaíso,7865.05,2.208,,,,
2018,Diciembre,Rusia,El Maule,Aerop. A. Merino Benítez,Metropolitana,10359.21,1.406,,,,
2018,Diciembre,Rusia,El Maule,Aerop. A. Merino Benítez,Metropolitana,69626.16,8.078,,,,
2018,Diciembre,Rusia,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,22106.4,2.71,,,,
2018,Diciembre,Rusia,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,99558.81,8.708,,,,
2018,Diciembre,Rusia,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,19822.4,1.412,,,,
2018,Diciembre,Rusia,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,10490.51,1.436,,,,
2018,Diciembre,Rusia,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,66148.5,5.519,,,,
2018,Diciembre,Singapur,El Maule,Aerop. A. Merino Benítez,Metropolitana,7911.0,0.688,,,,
2018,Diciembre,Singapur,El Maule,Aerop. A. Merino Benítez,Metropolitana,6670.6,0.702,,,,
2018,Diciembre,Singapur,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,11029.26,1.408,,,,
2018,Diciembre,Tailandia,Coquimbo,Aerop. A. Merino Benítez,Metropolitana,97345.0,10.581,,,,
2018,Diciembre,Tailandia,Coquimbo,Aerop. A. Merino Benítez,Metropolitana,9832.6,1.413,,,,
2018,Diciembre,Tailandia,Coquimbo,Aerop. A. Merino Benítez,Metropolitana,31699.0,2.704,,,,
2018,Diciembre,Tailandia,Coquimbo,Aerop. A. Merino Benítez,Metropolitana,21216.9,4.134,,,,
2018,Diciembre,Tailandia,El Maule,Aerop. A. Merino Benítez,Metropolitana,45040.0,4.772,,,,
2018,Diciembre,Tailandia,El Maule,Aerop. A. Merino Benítez,Metropolitana,46929.4,7.713,,,,
2018,Diciembre,Tailandia,El Maule,Aerop. A. Merino Benítez,Metropolitana,96701.02,16.225,,,,
2018,Diciembre,Tailandia,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,56236.26,8.294,,,,
2018,Diciembre,Tailandia,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,51791.5,11.072,,,,
2018,Diciembre,Tailandia,Metropolitana,Aerop. A. Merino Benítez,Metropolitana,135594.54,18.165,,,,
2018,Diciembre,Tailandia,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,97784.38,16.247,,,,
2018,Diciembre,Tailandia,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,170106.57,21.1266,,,,
2018,Diciembre,Tailandia,O'Higgins,Aerop. A. Merino Benítez,Metropolitana,141942.42,29.93,,,,
2018,Diciembre,Tailandia,O'Higgins,San Antonio,San Antonio,517244.8,84.64,,,,
2018,Diciembre,Taiwán (Formosa),Biobío,Aerop. A. Merino Benítez,Metropolitana,23932.95,1.512,,,,
2018,Diciembre,Taiwán (Formosa),Coquimbo,Aerop. A. Merino Benítez,Metropolitana,82126.4,11.426,,,,
2018,Diciembre,Taiwán (Formosa),Coquimbo,Aerop. A. Merino Benítez,Metropolitana,5535.5,0.502,,,,
2018,Diciembre,Taiwán (Formosa),El Maule,Aerop. A. Merino Benítez,Metropolitana,27458.8,3.377,,,,
2018,Diciembre,Taiwán (Formosa),El Maule,Aerop. A. Merino Benítez,Metropolitana,26167.4,4.116,,,,
2018,Diciembre,Taiwán (Formosa),El Maule,Aerop. A. Merino Benítez,Metropolitana,122360.55,16.729,,,,
2018,Diciembre,Taiwán (Formosa),El Maule,Aerop. A. Merino Benítez,Metropolitana,162820.77,40.429,,,,
2018,Diciembre,Taiwán (Formosa),El Maule,San Antonio,San Antonio,116197.39,20.24,,,,
2018,Diciembre,Taiwán (Formosa),El Maule,San Antonio,San Antonio,499445.74,66.24,,,,
2018,Diciembre,Taiwán (Formosa),Metropolitana,Aerop. A. Merino Benítez,Metropolitana,13963.95,2.124,,,,
2018,Diciembre,Taiwán (Formosa),Metropolitana,Aerop. A. Merino Benítez,Metropolitana,42459.6,5.5,,,,
2018,Diciembre,Taiwán (Formosa),Metropolitana,Aerop. A. Merino Benítez,Metropolitana,51066.07,5.726,,,,
2018,Diciembre,Taiwán (Formosa),Metropolitana,Aerop. A. Merino Benítez,Metropolitana,77214.22,12.686,,,,
2018,Diciembre,Taiwán (Formosa),O'Higgins,Aerop. A. Merino Benítez,Metropolitana,97697.02,16.4158,,,,
2018,Diciembre,Taiwán (Formosa),O'Higgins,Aerop. A. Merino Benítez,Metropolitana,133899.43,23.057,,,,
2018,Diciembre,Taiwán (Formosa),O'Higgins,Aerop. A. Merino Benítez,Metropolitana,203725.37,24.358,,,,
2018,Diciembre,Taiwán (Formosa),O'Higgins,Aerop. A. Merino Benítez,Metropolitana,213597.68,28.698,,,,
2018,Diciembre,Taiwán (Formosa),O'Higgins,San Antonio,San Antonio,115628.0,18.718,,,,
2018,Diciembre,Taiwán (Formosa),O'Higgins,San Antonio,San Antonio,158017.57,20.1992,,,,
2018,Diciembre,Taiwán (Formosa),O'Higgins,San Antonio,San Antonio,430378.89,65.136,,,,
2018,Diciembre,Taiwán (Formosa),Valparaíso,Aerop. A. Merino Benítez,Metropolitana,2124.2,0.708,,,,
2018,Diciembre,Taiwán (Formosa),Valparaíso,Aerop. A. Merino Benítez,Metropolitana,9547.24,1.512,,,,
2018,Diciembre,Taiwán (Formosa),Valparaíso,Aerop. A. Merino Benítez,Metropolitana,36637.33,5.58,,,,
2018,Diciembre,Taiwán (Formosa),Valparaíso,San Antonio,San Antonio,669169.61,115.52,,,,
2018,Diciembre,Territorio Francés en América,Atacama,Valparaíso,Valparaíso,13312.0,2.816,,,,
2018,Diciembre,Uruguay,O'Higgins,Cristo Redentor (Los Libertadores),Los Andes,78303.0,21.5696,,,,
2019,Enero,Bolivia,,,Arica,,113.17,Arica y Parinacota,Carretero y Terrestre,Chungará,151721.96
2019,Enero,Perú,,,Arica,,12.32,Arica y Parinacota,Carretero y Terrestre,Concordia (Chacalluta),19040.0
2019,Enero,Canadá,,,Chañaral,,10.56,Atacama,"Marítima, Fluvial y Lacustre",Caldera,44734.35
2019,Enero,China,,,Chañaral,,39.498,Atacama,"Marítima, Fluvial y Lacustre",Caldera,238383.77
2019,Enero,China,,,Chañaral,,57.086,Atacama,"Marítima, Fluvial y Lacustre",Caldera,400908.35
2019,Enero,Estados Unidos de América,,,Chañaral,,1.728,Atacama,"Marítima, Fluvial y Lacustre",Caldera,10902.36
2019,Enero,Estados Unidos de América,,,Chañaral,,0.748,Atacama,"Marítima, Fluvial y Lacustre",Caldera,3817.13
2019,Enero,Estados Unidos de América,,,Chañaral,,10.868,Atacama,"Marítima, Fluvial y Lacustre",Caldera,53251.22
2019,Enero,Estados Unidos de América,,,Chañaral,,18.432,Atacama,"Marítima, Fluvial y Lacustre",Caldera,86210.85
2019,Enero,Estados Unidos de América,,,Chañaral,,23.82,Atacama,"Marítima, Fluvial y Lacustre",Caldera,107697.66
2019,Enero,China,,,Talcahuano,,40.324,Biobío,"Marítima, Fluvial y Lacustre",Coronel,292242.1
2019,Enero,China,,,Talcahuano,,40.428,Biobío,"Marítima, Fluvial y Lacustre",Coronel,346079.66
2019,Enero,China,,,Talcahuano,,60.456,Biobío,"Marítima, Fluvial y Lacustre",Coronel,411258.1
2019,Enero,China,,,Talcahuano,,120.70384,Biobío,"Marítima, Fluvial y Lacustre",Coronel,673802.91
2019,Enero,China,,,Talcahuano,,287.04,Biobío,"Marítima, Fluvial y Lacustre",Coronel,2736670.12
2019,Enero,China,,,Talcahuano,,40.0152,Biobío,"Marítima, Fluvial y Lacustre",San Vicente,266537.28
2019,Enero,China,,,Talcahuano,,40.1104,Biobío,"Marítima, Fluvial y Lacustre",San Vicente,288080.56
2019,Enero,China,,,Talcahuano,,176.64,Biobío,"Marítima, Fluvial y Lacustre",San Vicente,1604321.84
2019,Enero,Alemania,,,Metropolitana,,5.068,Metropolitana,Aéreo,Aerop. A. Merino Benítez,31304.6
2019,Enero,Alemania,,,Metropolitana,,1.27933,Metropolitana,Aéreo,Aerop. A. Merino Benítez,12639.9
2019,Enero,Alemania,,,Metropolitana,,2.088,Metropolitana,Aéreo,Aerop. A. Merino Benítez,15933.47
2019,Enero,Alemania,,,Metropolitana,,3.65,Metropolitana,Aéreo,Aerop. A. Merino Benítez,22392.7
2019,Enero,Alemania,,,Metropolitana,,6.92,Metropolitana,Aéreo,Aerop. A. Merino Benítez,31743.09
2019,Enero,Alemania,,,Metropolitana,,12.26,Metropolitana,Aéreo,Aerop. A. Merino Benítez,79134.26
2019,Enero,Bélgica,,,Metropolitana,,42.496,Metropolitana,Aéreo,Aerop. A. Merino Benítez,194108.7
2019,Enero,Brasil,,,Metropolitana,,1.377,Metropolitana,Aéreo,Aerop. A. Merino Benítez,2982.7
2019,Enero,Brasil,,,Metropolitana,,10.091,Metropolitana,Aéreo,Aerop. A. Merino Benítez,41245.22
2019,Enero,Brunei,,,Metropolitana,,6.305,Metropolitana,Aéreo,Aerop. A. Merino Benítez,45264.99
2019,Enero,Cambodia,,,Metropolitana,,2.822,Metropolitana,Aéreo,Aerop. A. Merino Benítez,17219.4
2019,Enero,Cambodia,,,Metropolitana,,2.784,Metropolitana,Aéreo,Aerop. A. Merino Benítez,28951.2
2019,Enero,Cambodia,,,Metropolitana,,4.9,Metropolitana,Aéreo,Aerop. A. Merino Benítez,30414.48
2019,Enero,Canadá,,,Metropolitana,,5.02,Metropolitana,Aéreo,Aerop. A. Merino Benítez,18610.92
2019,Enero,Canadá,,,Metropolitana,,3.434,Metropolitana,Aéreo,Aerop. A. Merino Benítez,20040.0
2019,Enero,Canadá,,,Metropolitana,,6.89,Metropolitana,Aéreo,Aerop. A. Merino Benítez,33840.0
2019,Enero,Canadá,,,Metropolitana,,8.148,Metropolitana,Aéreo,Aerop. A. Merino Benítez,35236.62
2019,Enero,Canadá,,,Metropolitana,,12.459,Metropolitana,Aéreo,Aerop. A. Merino Benítez,60001.16
2019,Enero,China,,,Metropolitana,,1.904,Metropolitana,Aéreo,Aerop. A. Merino Benítez,-0.1
2019,Enero,China,,,Metropolitana,,2.436,Metropolitana,Aéreo,Aerop. A. Merino Benítez,6188.91
2019,Enero,China,,,Metropolitana,,2.44,Metropolitana,Aéreo,Aerop. A. Merino Benítez,12246.48
2019,Enero,China,,,Metropolitana,,11.314,Metropolitana,Aéreo,Aerop. A. Merino Benítez,64843.36
2019,Enero,China,,,Metropolitana,,39.724,Metropolitana,Aéreo,Aerop. A. Merino Benítez,362545.19
2019,Enero,China,,,Metropolitana,,26.437,Metropolitana,Aéreo,Aerop. A. Merino Benítez,60413.12
2019,Enero,China,,,Metropolitana,,0.029,Metropolitana,Aéreo,Aerop. A. Merino Benítez,150.0
2019,Enero,China,,,Metropolitana,,0.688,Metropolitana,Aéreo,Aerop. A. Merino Benítez,3761.88
2019,Enero,China,,,Metropolitana,,3.69,Metropolitana,Aéreo,Aerop. A. Merino Benítez,19200.0
2019,Enero,China,,,Metropolitana,,6.892,Metropolitana,Aéreo,Aerop. A. Merino Benítez,47248.08
2019,Enero,China,,,Metropolitana,,5.275,Metropolitana,Aéreo,Aerop. A. Merino Benítez,49980.17
2019,Enero,China,,,Metropolitana,,19.84,Metropolitana,Aéreo,Aerop. A. Merino Benítez,109391.99
2019,Enero,China,,,Metropolitana,,22.722,Metropolitana,Aéreo,Aerop. A. Merino Benítez,132369.24
2019,Enero,China,,,Metropolitana,,21.228,Metropolitana,Aéreo,Aerop. A. Merino Benítez,138852.28
2019,Enero,China,,,Metropolitana,,24.94,Metropolitana,Aéreo,Aerop. A. Merino Benítez,141383.78
2019,Enero,China,,,Metropolitana,,22.687,Metropolitana,Aéreo,Aerop. A. Merino Benítez,155325.61
2019,Enero,China,,,Metropolitana,,44.707,Metropolitana,Aéreo,Aerop. A. Merino Benítez,269623.06
2019,Enero,China,,,Metropolitana,,57.002,Metropolitana,Aéreo,Aerop. A. Merino Benítez,385051.43
2019,Enero,China,,,Metropolitana,,66.649,Metropolitana,Aéreo,Aerop. A. Merino Benítez,542040.66
2019,Enero,China,,,Metropolitana,,125.928,Metropolitana,Aéreo,Aerop. A. Merino Benítez,979730.18
2019,Enero,China,,,Metropolitana,,159.1166,Metropolitana,Aéreo,Aerop. A. Merino Benítez,1416707.29
2019,Enero,China,,,Metropolitana,,440.074,Metropolitana,Aéreo,Aerop. A. Merino Benítez,3170496.0
2019,Enero,China,,,Metropolitana,,534.8512,Metropolitana,Aéreo,Aerop. A. Merino Benítez,4605434.11
2019,Enero,China,,,Metropolitana,,503.346,Metropolitana,Aéreo,Aerop. A. Merino Benítez,4766109.22
2019,Enero,Chipre,,,Metropolitana,,0.69,Metropolitana,Aéreo,Aerop. A. Merino Benítez,3684.36
2019,Enero,Chipre,,,Metropolitana,,0.528,Metropolitana,Aéreo,Aerop. A. Merino Benítez,4124.25
2019,Enero,Colombia,,,Metropolitana,,1.484,Metropolitana,Aéreo,Aerop. A. Merino Benítez,5017.19
2019,Enero,Colombia,,,Metropolitana,,1.224,Metropolitana,Aéreo,Aerop. A. Merino Benítez,15000.0
2019,Enero,Colombia,,,Metropolitana,,4.857,Metropolitana,Aéreo,Aerop. A. Merino Benítez,31362.0
2019,Enero,Corea del Sur,,,Metropolitana,,1.406,Metropolitana,Aéreo,Aerop. A. Merino Benítez,9462.0
2019,Enero,Corea del Sur,,,Metropolitana,,26.233,Metropolitana,Aéreo,Aerop. A. Merino Benítez,152934.74
