AÑO,MES,PAISDESTINO,REGIONORIGEN,PUNTODECONTROL,ADUANA,MONTOFOB(US$),PESOTONELADAS,REGIONSALIDA,VIATRANSPORTE,PUERTOEMBARQUE,MONTOFOB
2021,Febrero,India,,,Valparaíso,,10.384,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,25996.08
2021,Febrero,India,,,Valparaíso,,24.48,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,192891.19
2021,Febrero,Indonesia,,,Valparaíso,,21.6,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,155884.6
2021,Febrero,Italia,,,San Antonio,,6.936,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,36783.22
2021,Febrero,Países Bajos,,,San Antonio,,10.404,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,70286.42
2021,Febrero,Países Bajos,,,San Antonio,,8.1084,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,23274.18
2021,Febrero,Países Bajos,,,San Antonio,,31.6136,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,210068.32
2021,Febrero,Países Bajos,,,Valparaíso,,19.008,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,14394.24
2021,Febrero,Países Bajos,,,Valparaíso,,10.44,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,15946.68
2021,Febrero,Países Bajos,,,Valparaíso,,10.08,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,20765.83
2021,Febrero,Países Bajos,,,Valparaíso,,22.176,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,107958.54
2021,Febrero,Panamá,,,Valparaíso,,0.396,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,3728.27
2021,Febrero,Panamá,,,Valparaíso,,1.104,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,4324.0
2021,Febrero,Puerto Rico,,,San Antonio,,6.5908,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,28440.0
2021,Febrero,Puerto Rico,,,Valparaíso,,1.376,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,4580.26
2021,Febrero,Reino Unido,,,San Antonio,,20.416,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,51628.35
2021,Febrero,Reino Unido,,,San Antonio,,107.7422,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,197510.61
2021,Febrero,Reino Unido,,,San Antonio,,63.7376,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,202013.89
2021,Febrero,Reino Unido,,,San Antonio,,83.3048,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,354481.94
2021,Febrero,Reino Unido,,,San Antonio,,132.0297,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,492994.03
2021,Febrero,Reino Unido,,,San Antonio,,148.57686,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,620391.85
2021,Febrero,Reino Unido,,,San Antonio,,197.1082,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,905133.2
2021,Febrero,Reino Unido,,,Valparaíso,,14.30995,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,44247.43
2021,Febrero,Reino Unido,,,Valparaíso,,59.088,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,224396.09
2021,Febrero,Reino Unido,,,Valparaíso,,104.4304,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,234527.64
2021,Febrero,Reino Unido,,,Valparaíso,,274.4096,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,1083734.43
2021,Febrero,República Dominicana,,,San Antonio,,0.624,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,2380.56
2021,Febrero,Rusia,,,San Antonio,,7.7952,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,83664.0
2021,Febrero,Rusia,,,Valparaíso,,3.447,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,3816.77
2021,Febrero,Rusia,,,Valparaíso,,2.64,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,21860.0
2021,Febrero,Singapur,,,San Antonio,,20.976,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,69266.31
2021,Febrero,Singapur,,,San Antonio,,42.2176,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,105276.76
2021,Febrero,Singapur,,,San Antonio,,21.672,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,120646.0
2021,Febrero,Tailandia,,,San Antonio,,10.9056,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,29686.0
2021,Febrero,Tailandia,,,San Antonio,,35.364,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,204597.1
2021,Febrero,Tailandia,,,Valparaíso,,14.79,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,108140.05
2021,Febrero,Tailandia,,,Valparaíso,,21.984,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,108762.0
2021,Febrero,Tailandia,,,Valparaíso,,20.2072,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,139550.0
2021,Febrero,Taiwán (Formosa),,,San Antonio,,22.08,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,40375.02
2021,Febrero,Taiwán (Formosa),,,San Antonio,,42.28,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,97436.95
2021,Febrero,Taiwán (Formosa),,,San Antonio,,23.04,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,130544.91
2021,Febrero,Taiwán (Formosa),,,San Antonio,,64.032,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,152462.0
2021,Febrero,Taiwán (Formosa),,,San Antonio,,22.272,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,178176.0
2021,Febrero,Taiwán (Formosa),,,San Antonio,,119.6836,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,315943.25
2021,Febrero,Taiwán (Formosa),,,San Antonio,,120.3848,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,342590.39
2021,Febrero,Taiwán (Formosa),,,Valparaíso,,21.344,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,73485.96
2021,Febrero,Taiwán (Formosa),,,Valparaíso,,19.9608,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,90374.95
2021,Febrero,Taiwán (Formosa),,,Valparaíso,,21.4072,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,103840.0
2021,Febrero,Taiwán (Formosa),,,Valparaíso,,21.696,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,111770.32
2021,Febrero,Taiwán (Formosa),,,Valparaíso,,42.606,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,123164.03
2021,Febrero,Taiwán (Formosa),,,Valparaíso,,42.55856,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,200922.12
2021,Febrero,Taiwán (Formosa),,,Valparaíso,,41.6408,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,211698.55
2021,Febrero,Taiwán (Formosa),,,Valparaíso,,92.96444,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,411020.79
2021,Febrero,Taiwán (Formosa),,,Valparaíso,,125.66,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,521637.64
2021,Febrero,Taiwán (Formosa),,,Valparaíso,,200.3686,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,923669.79
2021,Febrero,Taiwán (Formosa),,,Valparaíso,,21.344,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,85591.22
2021,Febrero,Territorio Francés en América,,,San Antonio,,3.312,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,16836.01
2021,Febrero,Venezuela,,,San Antonio,,4.0176,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,27696.0
2021,Febrero,Vietnam,,,Valparaíso,,42.288,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,326273.32
2021,Marzo,Reino Unido,,,Coyhaique,,166.336,Aysén del General C. Ibañez del Campo,Carretero y Terrestre,Chile Chico,570621.0
2021,Marzo,Alemania,,,Metropolitana,,3.538,Metropolitana,Aéreo,Aerop. A. Merino Benítez,46289.4
2021,Marzo,Arabia Saudita,,,Metropolitana,,4.1688,Metropolitana,Aéreo,Aerop. A. Merino Benítez,18610.3
2021,Marzo,China,,,Metropolitana,,33.03898,Metropolitana,Aéreo,Aerop. A. Merino Benítez,100567.41
2021,Marzo,Corea del Sur,,,Metropolitana,,17.835,Metropolitana,Aéreo,Aerop. A. Merino Benítez,126566.72
2021,Marzo,Emiratos Árabes Unidos,,,Metropolitana,,1.408,Metropolitana,Aéreo,Aerop. A. Merino Benítez,6349.39
2021,Marzo,España,,,Metropolitana,,13.62848,Metropolitana,Aéreo,Aerop. A. Merino Benítez,85604.42
2021,Marzo,España,,,Metropolitana,,2.821,Metropolitana,Aéreo,Aerop. A. Merino Benítez,14317.34
2021,Marzo,Estados Unidos de América,,,Metropolitana,,4.2735,Metropolitana,Aéreo,Aerop. A. Merino Benítez,14133.66
2021,Marzo,Estados Unidos de América,,,Metropolitana,,1.842,Metropolitana,Aéreo,Aerop. A. Merino Benítez,11080.58
2021,Marzo,Estados Unidos de América,,,Metropolitana,,19.176,Metropolitana,Aéreo,Aerop. A. Merino Benítez,125988.41
2021,Marzo,Filipinas,,,Metropolitana,,4.678,Metropolitana,Aéreo,Aerop. A. Merino Benítez,29336.0
2021,Marzo,Francia,,,Metropolitana,,8.429,Metropolitana,Aéreo,Aerop. A. Merino Benítez,83041.91
2021,Marzo,India,,,Metropolitana,,0.68544,Metropolitana,Aéreo,Aerop. A. Merino Benítez,4056.3
2021,Marzo,India,,,Metropolitana,,1.369,Metropolitana,Aéreo,Aerop. A. Merino Benítez,9485.76
2021,Marzo,India,,,Metropolitana,,1.37,Metropolitana,Aéreo,Aerop. A. Merino Benítez,11241.5
2021,Marzo,India,,,Metropolitana,,1.438,Metropolitana,Aéreo,Aerop. A. Merino Benítez,12026.78
2021,Marzo,India,,,Metropolitana,,3.463,Metropolitana,Aéreo,Aerop. A. Merino Benítez,28775.8
2021,Marzo,Kuwait,,,Metropolitana,,0.604,Metropolitana,Aéreo,Aerop. A. Merino Benítez,5890.0
2021,Marzo,Malasia,,,Metropolitana,,1.3752,Metropolitana,Aéreo,Aerop. A. Merino Benítez,8242.18
2021,Marzo,Países Bajos,,,Metropolitana,,3.438,Metropolitana,Aéreo,Aerop. A. Merino Benítez,16260.0
2021,Marzo,Rusia,,,Metropolitana,,0.953,Metropolitana,Aéreo,Aerop. A. Merino Benítez,5711.4
2021,Marzo,Rusia,,,Metropolitana,,1.346,Metropolitana,Aéreo,Aerop. A. Merino Benítez,12913.2
2021,Marzo,Rusia,,,Metropolitana,,2.792,Metropolitana,Aéreo,Aerop. A. Merino Benítez,34849.01
2021,Marzo,Tailandia,,,Metropolitana,,2.64726,Metropolitana,Aéreo,Aerop. A. Merino Benítez,20044.04
2021,Marzo,Tailandia,,,Metropolitana,,10.183,Metropolitana,Aéreo,Aerop. A. Merino Benítez,48807.53
2021,Marzo,Taiwán (Formosa),,,Metropolitana,,1.288,Metropolitana,Aéreo,Aerop. A. Merino Benítez,6252.0
2021,Marzo,Argentina,,,Los Andes,,8.6184,Valparaíso,Carretero y Terrestre,Cristo Redentor (Los Libertadores),12096.0
2021,Marzo,Brasil,,,Los Andes,,3.426,Valparaíso,Carretero y Terrestre,Cristo Redentor (Los Libertadores),5726.64
2021,Marzo,Canadá,,,Valparaíso,,43.203,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,137145.13
2021,Marzo,China,,,San Antonio,,20.0505,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,49460.11
2021,Marzo,China,,,San Antonio,,20.859,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,62008.74
2021,Marzo,China,,,San Antonio,,43.01,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,70003.7
2021,Marzo,China,,,San Antonio,,42.32,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,183199.54
2021,Marzo,China,,,San Antonio,,62.7748,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,199594.39
2021,Marzo,China,,,San Antonio,,39.1792,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,231026.85
2021,Marzo,China,,,San Antonio,,62.208,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,248979.65
2021,Marzo,China,,,San Antonio,,84.764,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,300531.92
2021,Marzo,China,,,San Antonio,,101.1614,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,394380.33
2021,Marzo,China,,,San Antonio,,171.612,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,395347.57
2021,Marzo,China,,,San Antonio,,171.136,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,616108.43
2021,Marzo,China,,,San Antonio,,398.17899,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,1079559.88
2021,Marzo,China,,,San Antonio,,40.48,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,215811.0
2021,Marzo,China,,,Valparaíso,,14.5,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,38782.0
2021,Marzo,China,,,Valparaíso,,20.9394,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,58558.79
2021,Marzo,China,,,Valparaíso,,20.4984,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,111673.23
2021,Marzo,China,,,Valparaíso,,42.6159,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,126311.82
2021,Marzo,China,,,Valparaíso,,44.382,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,131683.33
2021,Marzo,China,,,Valparaíso,,42.8548,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,165635.24
2021,Marzo,China,,,Valparaíso,,120.1076,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,246786.74
2021,Marzo,China,,,Valparaíso,,126.49055,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,429131.68
2021,Marzo,China,,,Valparaíso,,367.6766,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,1270821.84
2021,Marzo,China,,,Valparaíso,,888.38691,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,2304356.83
2021,Marzo,Colombia,,,San Antonio,,20.724,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,41884.0
2021,Marzo,Corea del Sur,,,San Antonio,,19.1342,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,167687.0
2021,Marzo,Corea del Sur,,,San Antonio,,196.4518,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,842630.03
2021,Marzo,Corea del Sur,,,Valparaíso,,19.712,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,95960.99
2021,Marzo,Corea del Sur,,,Valparaíso,,20.064,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,108612.0
2021,Marzo,Corea del Sur,,,Valparaíso,,64.032,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,280349.58
2021,Marzo,Corea del Sur,,,Valparaíso,,129.8054,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,920250.0
2021,Marzo,Corea del Sur,,,Valparaíso,,177.01624,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,944745.33
2021,Marzo,Ecuador,,,San Antonio,,3.52,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,5302.4
2021,Marzo,Ecuador,,,San Antonio,,19.4184,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,28558.44
2021,Marzo,Estados Unidos de América,,,Valparaíso,,11.44851,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,18878.14
2021,Marzo,Estados Unidos de América,,,Valparaíso,,55.4465,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,159122.03
2021,Marzo,Estados Unidos de América,,,Valparaíso,,59.757,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,300466.06
2021,Marzo,Estados Unidos de América,,,Valparaíso,,183.3585,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,911427.36
2021,Marzo,India,,,San Antonio,,10.4632,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,12489.0
2021,Marzo,Malasia,,,Valparaíso,,22.656,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,49760.0
2021,Marzo,Países Bajos,,,San Antonio,,78.93,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,256935.89
2021,Marzo,Panamá,,,Valparaíso,,7.4096,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,21591.38
2021,Marzo,Reino Unido,,,San Antonio,,45.6496,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,168609.72
2021,Marzo,Reino Unido,,,San Antonio,,66.096,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,258853.48
2021,Marzo,Reino Unido,,,San Antonio,,86.79808,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,376752.0
2021,Marzo,Reino Unido,,,Valparaíso,,11.89,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,49467.73
2021,Marzo,Reino Unido,,,Valparaíso,,20.1696,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,102142.0
2021,Marzo,Rusia,,,San Antonio,,15.5904,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,40320.0
2021,Marzo,Tailandia,,,Valparaíso,,41.7282,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,202317.36
2021,Marzo,Taiwán (Formosa),,,Valparaíso,,41.712,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,127255.47
2021,Marzo,Taiwán (Formosa),,,Valparaíso,,64.926,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,187654.96
2021,Marzo,Territorio Francés en América,,,San Antonio,,1.992,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,7636.0
2021,Abril,Arabia Saudita,,,Metropolitana,,8.3808,Metropolitana,Aéreo,Aerop. A. Merino Benítez,36638.6
2021,Abril,Cambodia,,,Metropolitana,,1.368,Metropolitana,Aéreo,Aerop. A. Merino Benítez,10070.73
2021,Abril,China,,,Metropolitana,,1.3375,Metropolitana,Aéreo,Aerop. A. Merino Benítez,12500.04
2021,Abril,China,,,Metropolitana,,1.9893,Metropolitana,Aéreo,Aerop. A. Merino Benítez,28215.31
2021,Abril,China,,,Metropolitana,,9.1257,Metropolitana,Aéreo,Aerop. A. Merino Benítez,65581.8
2021,Abril,China,,,Metropolitana,,45.97268,Metropolitana,Aéreo,Aerop. A. Merino Benítez,237227.22
2021,Abril,Corea del Sur,,,Metropolitana,,2.4618,Metropolitana,Aéreo,Aerop. A. Merino Benítez,14870.58
2021,Abril,España,,,Metropolitana,,36.46578,Metropolitana,Aéreo,Aerop. A. Merino Benítez,231601.53
2021,Abril,Estados Unidos de América,,,Metropolitana,,3.67114,Metropolitana,Aéreo,Aerop. A. Merino Benítez,19235.73
2021,Abril,Estados Unidos de América,,,Metropolitana,,17.4587,Metropolitana,Aéreo,Aerop. A. Merino Benítez,93106.06
2021,Abril,Luxemburgo,,,Metropolitana,,25.99456,Metropolitana,Aéreo,Aerop. A. Merino Benítez,178025.14
2021,Abril,México,,,Metropolitana,,3.74169,Metropolitana,Aéreo,Aerop. A. Merino Benítez,13213.27
2021,Abril,Países Bajos,,,Metropolitana,,3.0039,Metropolitana,Aéreo,Aerop. A. Merino Benítez,-14358.23
2021,Abril,Países Bajos,,,Metropolitana,,1.36084,Metropolitana,Aéreo,Aerop. A. Merino Benítez,3798.36
2021,Abril,Reino Unido,,,Metropolitana,,24.46704,Metropolitana,Aéreo,Aerop. A. Merino Benítez,113505.62
2021,Abril,Tailandia,,,Metropolitana,,10.0784,Metropolitana,Aéreo,Aerop. A. Merino Benítez,63002.57
2021,Abril,Taiwán (Formosa),,,Metropolitana,,8.2512,Metropolitana,Aéreo,Aerop. A. Merino Benítez,62477.32
2021,Abril,Venezuela,,,Metropolitana,,5.48568,Metropolitana,Aéreo,Aerop. A. Merino Benítez,31425.86
2021,Abril,Brasil,,,Los Andes,,23.92,Valparaíso,Carretero y Terrestre,Cristo Redentor (Los Libertadores),22308.0
2021,Abril,China,,,Valparaíso,,41.42,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,29374.5
2021,Abril,Colombia,,,San Antonio,,130.0,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,111117.5
2021,Abril,México,,,San Antonio,,40.72,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,39520.0
2021,Mayo,Argentina,,,Los Andes,,23.92,Valparaíso,Carretero y Terrestre,Cristo Redentor (Los Libertadores),22308.0
2021,Mayo,Argentina,,,Los Andes,,48.88,Valparaíso,Carretero y Terrestre,Cristo Redentor (Los Libertadores),46644.0
2021,Mayo,China,,,San Antonio,,5.52,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,13615.91
2021,Mayo,China,,,San Antonio,,129.999,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,486346.51
2021,Mayo,Colombia,,,San Antonio,,36.8,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,30368.0
2021,Mayo,México,,,San Antonio,,40.72,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,39520.0
2021,Mayo,México,,,San Antonio,,109.8,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,116688.0
2021,Junio,Taiwán (Formosa),,,Metropolitana,,0.0165,Metropolitana,Courier/Aéreo,Aerop. A. Merino Benítez,151.2
2021,Junio,Brasil,,,Los Andes,,22.746,Valparaíso,Carretero y Terrestre,Cristo Redentor (Los Libertadores),21313.45
2021,Junio,Brasil,,,Los Andes,,23.92,Valparaíso,Carretero y Terrestre,Cristo Redentor (Los Libertadores),21632.0
2021,Junio,Estados Unidos de América,,,San Antonio,,117.45,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,325004.94
2021,Junio,México,,,San Antonio,,41.44,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,39520.0
2021,Junio,México,,,San Antonio,,47.475,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,66911.0
2021,Julio,Argentina,,,Los Andes,,24.96,Valparaíso,Carretero y Terrestre,Cristo Redentor (Los Libertadores),25688.0
2021,Julio,Brasil,,,Los Andes,,22.746,Valparaíso,Carretero y Terrestre,Cristo Redentor (Los Libertadores),19973.65
2021,Julio,Brasil,,,Los Andes,,24.93,Valparaíso,Carretero y Terrestre,Cristo Redentor (Los Libertadores),22184.5
2021,Julio,China,,,San Antonio,,21.012,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,72800.0
2021,Julio,Colombia,,,San Antonio,,55.4,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,41600.0
2021,Julio,Estados Unidos de América,,,San Antonio,,97.875,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,270837.45
2021,Julio,México,,,San Antonio,,41.44,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,39520.0
2021,Julio,México,,,San Antonio,,93.4,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,87776.0
2021,Agosto,Estados Unidos de América,,,Metropolitana,,4.159,Metropolitana,Aéreo,Aerop. A. Merino Benítez,29904.0
2021,Agosto,Argentina,,,Los Andes,,48.88,Valparaíso,Carretero y Terrestre,Cristo Redentor (Los Libertadores),46644.0
2021,Agosto,Brasil,,,Los Andes,,23.92,Valparaíso,Carretero y Terrestre,Cristo Redentor (Los Libertadores),21632.0
2021,Agosto,Brasil,,,Los Andes,,22.746,Valparaíso,Carretero y Terrestre,Cristo Redentor (Los Libertadores),21711.25
2021,Agosto,Brasil,,,Los Andes,,24.6,Valparaíso,Carretero y Terrestre,Cristo Redentor (Los Libertadores),22334.0
2021,Agosto,China,,,San Antonio,,68.151,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,192590.76
2021,Agosto,Colombia,,,San Antonio,,40.72,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,29640.0
2021,Agosto,Colombia,,,San Antonio,,37.6,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,31460.0
2021,Agosto,México,,,San Antonio,,73.2,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,76752.0
2021,Septiembre,Argentina,,,Los Andes,,27.667,Valparaíso,Carretero y Terrestre,Cristo Redentor (Los Libertadores),14750.0
2021,Septiembre,Argentina,,,Los Andes,,26.0,Valparaíso,Carretero y Terrestre,Cristo Redentor (Los Libertadores),25688.0
2021,Septiembre,Colombia,,,San Antonio,,40.72,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,29640.0
2021,Septiembre,Colombia,,,San Antonio,,57.325,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,48425.0
2021,Septiembre,Estados Unidos de América,,,San Antonio,,78.3,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,216669.96
2021,Septiembre,México,,,San Antonio,,81.9,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,100828.0
2021,Octubre,Argentina,,,Los Andes,,50.0,Valparaíso,Carretero y Terrestre,Cristo Redentor (Los Libertadores),40904.0
2021,Octubre,Brasil,,,Los Andes,,52.0,Valparaíso,Carretero y Terrestre,Cristo Redentor (Los Libertadores),43530.5
2021,Octubre,Colombia,,,San Antonio,,101.0,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,78513.5
2021,Octubre,Estados Unidos de América,,,San Antonio,,39.15,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,108334.98
2021,Octubre,México,,,San Antonio,,41.44,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,39520.0
2021,Octubre,México,,,San Antonio,,78.6,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,80392.0
2021,Noviembre,Bolivia,,,Arica,,11.44,Arica y Parinacota,Carretero y Terrestre,Chungará,5200.0
2021,Noviembre,Bolivia,,,Arica,,7.796,Arica y Parinacota,Carretero y Terrestre,Chungará,20040.0
2021,Noviembre,Alemania,,,Metropolitana,,0.702,Metropolitana,Aéreo,Aerop. A. Merino Benítez,6317.68
2021,Noviembre,Alemania,,,Metropolitana,,0.678,Metropolitana,Aéreo,Aerop. A. Merino Benítez,7006.68
2021,Noviembre,Alemania,,,Metropolitana,,1.469,Metropolitana,Aéreo,Aerop. A. Merino Benítez,9909.83
2021,Noviembre,Alemania,,,Metropolitana,,1.405,Metropolitana,Aéreo,Aerop. A. Merino Benítez,25724.07
2021,Noviembre,Arabia Saudita,,,Metropolitana,,6.989,Metropolitana,Aéreo,Aerop. A. Merino Benítez,32031.95
2021,Noviembre,Brasil,,,Metropolitana,,1.297,Metropolitana,Aéreo,Aerop. A. Merino Benítez,6181.1
2021,Noviembre,Brasil,,,Metropolitana,,1.03,Metropolitana,Aéreo,Aerop. A. Merino Benítez,7141.84
2021,Noviembre,Brasil,,,Metropolitana,,1.481,Metropolitana,Aéreo,Aerop. A. Merino Benítez,8532.4
2021,Noviembre,Brasil,,,Metropolitana,,1.891,Metropolitana,Aéreo,Aerop. A. Merino Benítez,8969.35
2021,Noviembre,Brasil,,,Metropolitana,,1.401,Metropolitana,Aéreo,Aerop. A. Merino Benítez,9764.9
2021,Noviembre,Brasil,,,Metropolitana,,3.412,Metropolitana,Aéreo,Aerop. A. Merino Benítez,22019.59
2021,Noviembre,Brasil,,,Metropolitana,,3.667,Metropolitana,Aéreo,Aerop. A. Merino Benítez,28167.25
